# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;szeroko uśmiechnięta twarz;roześmiana buźka|szeroko uśmiechnięta twarz
	🏌🏼;osoba grająca w golfa: karnacja średnio jasna;golf|karnacja średnio jasna|osoba grająca w golfa|osoba grająca w golfa: karnacja średnio jasna|piłka
	🏌🏽;osoba grająca w golfa: karnacja średnia;golf|karnacja średnia|osoba grająca w golfa|osoba grająca w golfa: karnacja średnia|piłka
	🏌🏾;osoba grająca w golfa: karnacja średnio ciemna;golf|karnacja średnio ciemna|osoba grająca w golfa|osoba grająca w golfa: karnacja średnio ciemna|piłka
	🏌🏿;osoba grająca w golfa: karnacja ciemna;golf|karnacja ciemna|osoba grająca w golfa|osoba grająca w golfa: karnacja ciemna|piłka
🏌️‍♂️;mężczyzna grający w golfa;golf|mężczyzna|mężczyzna grający w golfa
	🏌🏻‍♂️;mężczyzna grający w golfa: karnacja jasna;golf|karnacja jasna|mężczyzna|mężczyzna grający w golfa|mężczyzna grający w golfa: karnacja jasna
	🏌🏼‍♂️;mężczyzna grający w golfa: karnacja średnio jasna;golf|karnacja średnio jasna|mężczyzna|mężczyzna grający w golfa|mężczyzna grający w golfa: karnacja średnio jasna
	🏌🏽‍♂️;mężczyzna grający w golfa: karnacja średnia;golf|karnacja średnia|mężczyzna|mężczyzna grający w golfa|mężczyzna grający w golfa: karnacja średnia
	🏌🏾‍♂️;mężczyzna grający w golfa: karnacja średnio ciemna;golf|karnacja średnio ciemna|mężczyzna|mężczyzna grający w golfa|mężczyzna grający w golfa: karnacja średnio ciemna
	🏌🏿‍♂️;mężczyzna grający w golfa: karnacja ciemna;golf|karnacja ciemna|mężczyzna|mężczyzna grający w golfa|mężczyzna grający w golfa: karnacja ciemna
🏌️‍♀️;kobieta grająca w golfa;golf|kobieta|kobieta grająca w golfa
	🏌🏻‍♀️;kobieta grająca w golfa: karnacja jasna;golf|karnacja jasna|kobieta|kobieta grająca w golfa|kobieta grająca w golfa: karnacja jasna
	🏌🏼‍♀️;kobieta grająca w golfa: karnacja średnio jasna;golf|karnacja średnio jasna|kobieta|kobieta grająca w golfa|kobieta grająca w golfa: karnacja średnio jasna
	🏌🏽‍♀️;kobieta grająca w golfa: karnacja średnia;golf|karnacja średnia|kobieta|kobieta grająca w golfa|kobieta grająca w golfa: karnacja średnia
	🏌🏾‍♀️;kobieta grająca w golfa: karnacja średnio ciemna;golf|karnacja średnio ciemna|kobieta|kobieta grająca w golfa|kobieta grająca w golfa: karnacja średnio ciemna
	🏌🏿‍♀️;kobieta grająca w golfa: karnacja ciemna;golf|karnacja ciemna|kobieta|kobieta grająca w golfa|kobieta grająca w golfa: karnacja ciemna
🏄;surfująca osoba;deska|fale|surfing|surfująca osoba
	🏄🏻;surfująca osoba: karnacja jasna;deska|fale|karnacja jasna|surfing|surfująca osoba|surfująca osoba: karnacja jasna
	🏄🏼;surfująca osoba: karnacja średnio jasna;deska|fale|karnacja średnio jasna|surfing|surfująca osoba|surfująca osoba: karnacja średnio jasna
	🏄🏽;surfująca osoba: karnacja średnia;deska|fale|karnacja średnia|surfing|surfująca osoba|surfująca osoba: karnacja średnia
	🏄🏾;surfująca osoba: karnacja średnio ciemna;deska|fale|karnacja średnio ciemna|surfing|surfująca osoba|surfująca osoba: karnacja średnio ciemna
	🏄🏿;surfująca osoba: karnacja ciemna;deska|fale|karnacja ciemna|surfing|surfująca osoba|surfująca osoba: karnacja ciemna
🏄‍♂️;surfujący mężczyzna;deska|mężczyzna|surfing|surfujący mężczyzna
	🏄🏻‍♂️;surfujący mężczyzna: karnacja jasna;deska|karnacja jasna|mężczyzna|surfing|surfujący mężczyzna|surfujący mężczyzna: karnacja jasna
	🏄🏼‍♂️;surfujący mężczyzna: karnacja średnio jasna;deska|karnacja średnio jasna|mężczyzna|surfing|surfujący mężczyzna|surfujący mężczyzna: karnacja średnio jasna
	🏄🏽‍♂️;surfujący mężczyzna: karnacja średnia;deska|karnacja średnia|mężczyzna|surfing|surfujący mężczyzna|surfujący mężczyzna: karnacja średnia
	🏄🏾‍♂️;surfujący mężczyzna: karnacja średnio ciemna;deska|karnacja średnio ciemna|mężczyzna|surfing|surfujący mężczyzna|surfujący mężczyzna: karnacja średnio ciemna
	🏄🏿‍♂️;surfujący mężczyzna: karnacja ciemna;deska|karnacja ciemna|mężczyzna|surfing|surfujący mężczyzna|surfujący mężczyzna: karnacja ciemna
🏄‍♀️;surfująca kobieta;deska|kobieta|surfing|surfująca kobieta
	🏄🏻‍♀️;surfująca kobieta: karnacja jasna;deska|karnacja jasna|kobieta|surfing|surfująca kobieta|surfująca kobieta: karnacja jasna
	🏄🏼‍♀️;surfująca kobieta: karnacja średnio jasna;deska|karnacja średnio jasna|kobieta|surfing|surfująca kobieta|surfująca kobieta: karnacja średnio jasna
	🏄🏽‍♀️;surfująca kobieta: karnacja średnia;deska|karnacja średnia|kobieta|surfing|surfująca kobieta|surfująca kobieta: karnacja średnia
	🏄🏾‍♀️;surfująca kobieta: karnacja średnio ciemna;deska|karnacja średnio ciemna|kobieta|surfing|surfująca kobieta|surfująca kobieta: karnacja średnio ciemna
	🏄🏿‍♀️;surfująca kobieta: karnacja ciemna;deska|karnacja ciemna|kobieta|surfing|surfująca kobieta|surfująca kobieta: karnacja ciemna
🚣;osoba wiosłująca w łodzi;łódka|osoba wiosłująca w łodzi|pojazd
	🚣🏻;osoba wiosłująca w łodzi: karnacja jasna;karnacja jasna|łódka|osoba wiosłująca w łodzi|osoba wiosłująca w łodzi: karnacja jasna|pojazd
	🚣🏼;osoba wiosłująca w łodzi: karnacja średnio jasna;karnacja średnio jasna|łódka|osoba wiosłująca w łodzi|osoba wiosłująca w łodzi: karnacja średnio jasna|pojazd
	🚣🏽;osoba wiosłująca w łodzi: karnacja średnia;karnacja średnia|łódka|osoba wiosłująca w łodzi|osoba wiosłująca w łodzi: karnacja średnia|pojazd
	🚣🏾;osoba wiosłująca w łodzi: karnacja średnio ciemna;karnacja średnio ciemna|łódka|osoba wiosłująca w łodzi|osoba wiosłująca w łodzi: karnacja średnio ciemna|pojazd
	🚣🏿;osoba wiosłująca w łodzi: karnacja ciemna;karnacja ciemna|łódka|osoba wiosłująca w łodzi|osoba wiosłująca w łodzi: karnacja ciemna|pojazd
🚣‍♂️;mężczyzna wiosłujący w łodzi;łódka|mężczyzna|mężczyzna wiosłujący w łodzi|wiosłowanie
	🚣🏻‍♂️;mężczyzna wiosłujący w łodzi: karnacja jasna;karnacja jasna|łódka|mężczyzna|mężczyzna wiosłujący w łodzi|mężczyzna wiosłujący w łodzi: karnacja jasna|wiosłowanie
	🚣🏼‍♂️;mężczyzna wiosłujący w łodzi: karnacja średnio jasna;karnacja średnio jasna|łódka|mężczyzna|mężczyzna wiosłujący w łodzi|mężczyzna wiosłujący w łodzi: karnacja średnio jasna|wiosłowanie
	🚣🏽‍♂️;mężczyzna wiosłujący w łodzi: karnacja średnia;karnacja średnia|łódka|mężczyzna|mężczyzna wiosłujący w łodzi|mężczyzna wiosłujący w łodzi: karnacja średnia|wiosłowanie
	🚣🏾‍♂️;mężczyzna wiosłujący w łodzi: karnacja średnio ciemna;karnacja średnio ciemna|łódka|mężczyzna|mężczyzna wiosłujący w łodzi|mężczyzna wiosłujący w łodzi: karnacja średnio ciemna|wiosłowanie
	🚣🏿‍♂️;mężczyzna wiosłujący w łodzi: karnacja ciemna;karnacja ciemna|łódka|mężczyzna|mężczyzna wiosłujący w łodzi|mężczyzna wiosłujący w łodzi: karnacja ciemna|wiosłowanie
🚣‍♀️;kobieta wiosłująca w łodzi;kobieta|kobieta wiosłująca w łodzi|łódka|wiosłowanie
	🚣🏻‍♀️;kobieta wiosłująca w łodzi: karnacja jasna;karnacja jasna|kobieta|kobieta wiosłująca w łodzi|kobieta wiosłująca w łodzi: karnacja jasna|łódka|wiosłowanie
	🚣🏼‍♀️;kobieta wiosłująca w łodzi: karnacja średnio jasna;karnacja średnio jasna|kobieta|kobieta wiosłująca w łodzi|kobieta wiosłująca w łodzi: karnacja średnio jasna|łódka|wiosłowanie
	🚣🏽‍♀️;kobieta wiosłująca w łodzi: karnacja średnia;karnacja średnia|kobieta|kobieta wiosłująca w łodzi|kobieta wiosłująca w łodzi: karnacja średnia|łódka|wiosłowanie
	🚣🏾‍♀️;kobieta wiosłująca w łodzi: karnacja średnio ciemna;karnacja średnio ciemna|kobieta|kobieta wiosłująca w łodzi|kobieta wiosłująca w łodzi: karnacja średnio ciemna|łódka|wiosłowanie
	🚣🏿‍♀️;kobieta wiosłująca w łodzi: karnacja ciemna;karnacja ciemna|kobieta|kobieta wiosłująca w łodzi|kobieta wiosłująca w łodzi: karnacja ciemna|łódka|wiosłowanie
🏊;pływająca osoba;kraulem|pływająca osoba|pływak
	🏊🏻;pływająca osoba: karnacja jasna;karnacja jasna|kraulem|pływająca osoba|pływająca osoba: karnacja jasna|pływak
	🏊🏼;pływająca osoba: karnacja średnio jasna;karnacja średnio jasna|kraulem|pływająca osoba|pływająca osoba: karnacja średnio jasna|pływak
	🏊🏽;pływająca osoba: karnacja średnia;karnacja średnia|kraulem|pływająca osoba|pływająca osoba: karnacja średnia|pływak
	🏊🏾;pływająca osoba: karnacja średnio ciemna;karnacja średnio ciemna|kraulem|pływająca osoba|pływająca osoba: karnacja średnio ciemna|pływak
	🏊🏿;pływająca osoba: karnacja ciemna;karnacja ciemna|kraulem|pływająca osoba|pływająca osoba: karnacja ciemna|pływak
🏊‍♂️;pływający mężczyzna;kraul|mężczyzna|pływający mężczyzna|pływanie
	🏊🏻‍♂️;pływający mężczyzna: karnacja jasna;karnacja jasna|kraul|mężczyzna|pływający mężczyzna|pływający mężczyzna: karnacja jasna|pływanie
	🏊🏼‍♂️;pływający mężczyzna: karnacja średnio jasna;karnacja średnio jasna|kraul|mężczyzna|pływający mężczyzna|pływający mężczyzna: karnacja średnio jasna|pływanie
	🏊🏽‍♂️;pływający mężczyzna: karnacja średnia;karnacja średnia|kraul|mężczyzna|pływający mężczyzna|pływający mężczyzna: karnacja średnia|pływanie
	🏊🏾‍♂️;pływający mężczyzna: karnacja średnio ciemna;karnacja średnio ciemna|kraul|mężczyzna|pływający mężczyzna|pływający mężczyzna: karnacja średnio ciemna|pływanie
	🏊🏿‍♂️;pływający mężczyzna: karnacja ciemna;karnacja ciemna|kraul|mężczyzna|pływający mężczyzna|pływający mężczyzna: karnacja ciemna|pływanie
🏊‍♀️;pływająca kobieta;kobieta|kraul|pływająca kobieta|pływanie
	🏊🏻‍♀️;pływająca kobieta: karnacja jasna;karnacja jasna|kobieta|kraul|pływająca kobieta|pływająca kobieta: karnacja jasna|pływanie
	🏊🏼‍♀️;pływająca kobieta: karnacja średnio jasna;karnacja średnio jasna|kobieta|kraul|pływająca kobieta|pływająca kobieta: karnacja średnio jasna|pływanie
	🏊🏽‍♀️;pływająca kobieta: karnacja średnia;karnacja średnia|kobieta|kraul|pływająca kobieta|pływająca kobieta: karnacja średnia|pływanie
	🏊🏾‍♀️;pływająca kobieta: karnacja średnio ciemna;karnacja średnio ciemna|kobieta|kraul|pływająca kobieta|pływająca kobieta: karnacja średnio ciemna|pływanie
	🏊🏿‍♀️;pływająca kobieta: karnacja ciemna;karnacja ciemna|kobieta|kraul|pływająca kobieta|pływająca kobieta: karnacja ciemna|pływanie
⛹️;osoba kozłująca piłkę;kozłować|osoba kozłująca piłkę|piłka
	⛹🏻;osoba kozłująca piłkę: karnacja jasna;karnacja jasna|kozłować|osoba kozłująca piłkę|osoba kozłująca piłkę: karnacja jasna|piłka
	⛹🏼;osoba kozłująca piłkę: karnacja średnio jasna;karnacja średnio jasna|kozłować|osoba kozłująca piłkę|osoba kozłująca piłkę: karnacja średnio jasna|piłka
	⛹🏽;osoba kozłująca piłkę: karnacja średnia;karnacja średnia|kozłować|osoba kozłująca piłkę|osoba kozłująca piłkę: karnacja średnia|piłka
	⛹🏾;osoba kozłująca piłkę: karnacja średnio ciemna;karnacja średnio ciemna|kozłować|osoba kozłująca piłkę|osoba kozłująca piłkę: karnacja średnio ciemna|piłka
	⛹🏿;osoba kozłująca piłkę: karnacja ciemna;karnacja ciemna|kozłować|osoba kozłująca piłkę|osoba kozłująca piłkę: karnacja ciemna|piłka
⛹️‍♂️;mężczyzna kozłujący piłkę;kozłowanie|mężczyzna|mężczyzna kozłujący piłkę|piłka
	⛹🏻‍♂️;mężczyzna kozłujący piłkę: karnacja jasna;karnacja jasna|kozłowanie|mężczyzna|mężczyzna kozłujący piłkę|mężczyzna kozłujący piłkę: karnacja jasna|piłka
	⛹🏼‍♂️;mężczyzna kozłujący piłkę: karnacja średnio jasna;karnacja średnio jasna|kozłowanie|mężczyzna|mężczyzna kozłujący piłkę|mężczyzna kozłujący piłkę: karnacja średnio jasna|piłka
	⛹🏽‍♂️;mężczyzna kozłujący piłkę: karnacja średnia;karnacja średnia|kozłowanie|mężczyzna|mężczyzna kozłujący piłkę|mężczyzna kozłujący piłkę: karnacja średnia|piłka
	⛹🏾‍♂️;mężczyzna kozłujący piłkę: karnacja średnio ciemna;karnacja średnio ciemna|kozłowanie|mężczyzna|mężczyzna kozłujący piłkę|mężczyzna kozłujący piłkę: karnacja średnio ciemna|piłka
	⛹🏿‍♂️;mężczyzna kozłujący piłkę: karnacja ciemna;karnacja ciemna|kozłowanie|mężczyzna|mężczyzna kozłujący piłkę|mężczyzna kozłujący piłkę: karnacja ciemna|piłka
⛹️‍♀️;kobieta kozłująca piłkę;kobieta|kobieta kozłująca piłkę|kozłowanie|piłka
	⛹🏻‍♀️;kobieta kozłująca piłkę: karnacja jasna;karnacja jasna|kobieta|kobieta kozłująca piłkę|kobieta kozłująca piłkę: karnacja jasna|kozłowanie|piłka
	⛹🏼‍♀️;kobieta kozłująca piłkę: karnacja średnio jasna;karnacja średnio jasna|kobieta|kobieta kozłująca piłkę|kobieta kozłująca piłkę: karnacja średnio jasna|kozłowanie|piłka
	⛹🏽‍♀️;kobieta kozłująca piłkę: karnacja średnia;karnacja średnia|kobieta|kobieta kozłująca piłkę|kobieta kozłująca piłkę: karnacja średnia|kozłowanie|piłka
	⛹🏾‍♀️;kobieta kozłująca piłkę: karnacja średnio ciemna;karnacja średnio ciemna|kobieta|kobieta kozłująca piłkę|kobieta kozłująca piłkę: karnacja średnio ciemna|kozłowanie|piłka
	⛹🏿‍♀️;kobieta kozłująca piłkę: karnacja ciemna;karnacja ciemna|kobieta|kobieta kozłująca piłkę|kobieta kozłująca piłkę: karnacja ciemna|kozłowanie|piłka
🏋️;osoba podnosząca ciężary;atleta|osoba podnosząca ciężary
	🏋🏻;osoba podnosząca ciężary: karnacja jasna;atleta|karnacja jasna|osoba podnosząca ciężary|osoba podnosząca ciężary: karnacja jasna
	🏋🏼;osoba podnosząca ciężary: karnacja średnio jasna;atleta|karnacja średnio jasna|osoba podnosząca ciężary|osoba podnosząca ciężary: karnacja średnio jasna
	🏋🏽;osoba podnosząca ciężary: karnacja średnia;atleta|karnacja średnia|osoba podnosząca ciężary|osoba podnosząca ciężary: karnacja średnia
	🏋🏾;osoba podnosząca ciężary: karnacja średnio ciemna;atleta|karnacja średnio ciemna|osoba podnosząca ciężary|osoba podnosząca ciężary: karnacja średnio ciemna
	🏋🏿;osoba podnosząca ciężary: karnacja ciemna;atleta|karnacja ciemna|osoba podnosząca ciężary|osoba podnosząca ciężary: karnacja ciemna
🏋️‍♂️;mężczyzna podnoszący ciężary;ciężar|ciężarowiec|mężczyzna|mężczyzna podnoszący ciężary
	🏋🏻‍♂️;mężczyzna podnoszący ciężary: karnacja jasna;ciężar|ciężarowiec|karnacja jasna|mężczyzna|mężczyzna podnoszący ciężary|mężczyzna podnoszący ciężary: karnacja jasna
	🏋🏼‍♂️;mężczyzna podnoszący ciężary: karnacja średnio jasna;ciężar|ciężarowiec|karnacja średnio jasna|mężczyzna|mężczyzna podnoszący ciężary|mężczyzna podnoszący ciężary: karnacja średnio jasna
	🏋🏽‍♂️;mężczyzna podnoszący ciężary: karnacja średnia;ciężar|ciężarowiec|karnacja średnia|mężczyzna|mężczyzna podnoszący ciężary|mężczyzna podnoszący ciężary: karnacja średnia
	🏋🏾‍♂️;mężczyzna podnoszący ciężary: karnacja średnio ciemna;ciężar|ciężarowiec|karnacja średnio ciemna|mężczyzna|mężczyzna podnoszący ciężary|mężczyzna podnoszący ciężary: karnacja średnio ciemna
	🏋🏿‍♂️;mężczyzna podnoszący ciężary: karnacja ciemna;ciężar|ciężarowiec|karnacja ciemna|mężczyzna|mężczyzna podnoszący ciężary|mężczyzna podnoszący ciężary: karnacja ciemna
🏋️‍♀️;kobieta podnosząca ciężary;ciężar|ciężarowiec|kobieta|kobieta podnosząca ciężary
	🏋🏻‍♀️;kobieta podnosząca ciężary: karnacja jasna;ciężar|ciężarowiec|karnacja jasna|kobieta|kobieta podnosząca ciężary|kobieta podnosząca ciężary: karnacja jasna
	🏋🏼‍♀️;kobieta podnosząca ciężary: karnacja średnio jasna;ciężar|ciężarowiec|karnacja średnio jasna|kobieta|kobieta podnosząca ciężary|kobieta podnosząca ciężary: karnacja średnio jasna
	🏋🏽‍♀️;kobieta podnosząca ciężary: karnacja średnia;ciężar|ciężarowiec|karnacja średnia|kobieta|kobieta podnosząca ciężary|kobieta podnosząca ciężary: karnacja średnia
	🏋🏾‍♀️;kobieta podnosząca ciężary: karnacja średnio ciemna;ciężar|ciężarowiec|karnacja średnio ciemna|kobieta|kobieta podnosząca ciężary|kobieta podnosząca ciężary: karnacja średnio ciemna
	🏋🏿‍♀️;kobieta podnosząca ciężary: karnacja ciemna;ciężar|ciężarowiec|karnacja ciemna|kobieta|kobieta podnosząca ciężary|kobieta podnosząca ciężary: karnacja ciemna
🚴;osoba na rowerze;kolarz|osoba na rowerze|peleton|rower
	🚴🏻;osoba na rowerze: karnacja jasna;karnacja jasna|kolarz|osoba na rowerze|osoba na rowerze: karnacja jasna|peleton|rower
	🚴🏼;osoba na rowerze: karnacja średnio jasna;karnacja średnio jasna|kolarz|osoba na rowerze|osoba na rowerze: karnacja średnio jasna|peleton|rower
	🚴🏽;osoba na rowerze: karnacja średnia;karnacja średnia|kolarz|osoba na rowerze|osoba na rowerze: karnacja średnia|peleton|rower
	🚴🏾;osoba na rowerze: karnacja średnio ciemna;karnacja średnio ciemna|kolarz|osoba na rowerze|osoba na rowerze: karnacja średnio ciemna|peleton|rower
	🚴🏿;osoba na rowerze: karnacja ciemna;karnacja ciemna|kolarz|osoba na rowerze|osoba na rowerze: karnacja ciemna|peleton|rower
🚴‍♂️;mężczyzna na rowerze;jazda|mężczyzna|mężczyzna na rowerze|rower
	🚴🏻‍♂️;mężczyzna na rowerze: karnacja jasna;jazda|karnacja jasna|mężczyzna|mężczyzna na rowerze|mężczyzna na rowerze: karnacja jasna|rower
	🚴🏼‍♂️;mężczyzna na rowerze: karnacja średnio jasna;jazda|karnacja średnio jasna|mężczyzna|mężczyzna na rowerze|mężczyzna na rowerze: karnacja średnio jasna|rower
	🚴🏽‍♂️;mężczyzna na rowerze: karnacja średnia;jazda|karnacja średnia|mężczyzna|mężczyzna na rowerze|mężczyzna na rowerze: karnacja średnia|rower
	🚴🏾‍♂️;mężczyzna na rowerze: karnacja średnio ciemna;jazda|karnacja średnio ciemna|mężczyzna|mężczyzna na rowerze|mężczyzna na rowerze: karnacja średnio ciemna|rower
