# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;wyneb yn gwenu â cheg agored;lledwenu|wyneb|wyneb yn gwenu â cheg agored
	🧖🏻‍♀️;menyw mewn ystafell llawn stêm: arlliw croen golau;arlliw croen golau|menyw mewn ystafell llawn stêm|menyw mewn ystafell llawn stêm: arlliw croen golau|sawna|ystafell stêm
	🧖🏼‍♀️;menyw mewn ystafell llawn stêm: arlliw croen canolig-golau;arlliw croen canolig-golau|menyw mewn ystafell llawn stêm|menyw mewn ystafell llawn stêm: arlliw croen canolig-golau|sawna|ystafell stêm
	🧖🏽‍♀️;menyw mewn ystafell llawn stêm: arlliw croen canolog;arlliw croen canolog|menyw mewn ystafell llawn stêm|menyw mewn ystafell llawn stêm: arlliw croen canolog|sawna|ystafell stêm
	🧖🏾‍♀️;menyw mewn ystafell llawn stêm: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|menyw mewn ystafell llawn stêm|menyw mewn ystafell llawn stêm: arlliw croen canolig-tywyll|sawna|ystafell stêm
	🧖🏿‍♀️;menyw mewn ystafell llawn stêm: arlliw croen tywyll;arlliw croen tywyll|menyw mewn ystafell llawn stêm|menyw mewn ystafell llawn stêm: arlliw croen tywyll|sawna|ystafell stêm
🧗;person yn dringo;dringwr|person yn dringo
	🧗🏻;person yn dringo: arlliw croen golau;arlliw croen golau|dringwr|person yn dringo|person yn dringo: arlliw croen golau
	🧗🏼;person yn dringo: arlliw croen canolig-golau;arlliw croen canolig-golau|dringwr|person yn dringo|person yn dringo: arlliw croen canolig-golau
	🧗🏽;person yn dringo: arlliw croen canolog;arlliw croen canolog|dringwr|person yn dringo|person yn dringo: arlliw croen canolog
	🧗🏾;person yn dringo: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dringwr|person yn dringo|person yn dringo: arlliw croen canolig-tywyll
	🧗🏿;person yn dringo: arlliw croen tywyll;arlliw croen tywyll|dringwr|person yn dringo|person yn dringo: arlliw croen tywyll
🧗‍♂️;dyn yn dringo;dringwr|dyn yn dringo
	🧗🏻‍♂️;dyn yn dringo: arlliw croen golau;arlliw croen golau|dringwr|dyn yn dringo|dyn yn dringo: arlliw croen golau
	🧗🏼‍♂️;dyn yn dringo: arlliw croen canolig-golau;arlliw croen canolig-golau|dringwr|dyn yn dringo|dyn yn dringo: arlliw croen canolig-golau
	🧗🏽‍♂️;dyn yn dringo: arlliw croen canolog;arlliw croen canolog|dringwr|dyn yn dringo|dyn yn dringo: arlliw croen canolog
	🧗🏾‍♂️;dyn yn dringo: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dringwr|dyn yn dringo|dyn yn dringo: arlliw croen canolig-tywyll
	🧗🏿‍♂️;dyn yn dringo: arlliw croen tywyll;arlliw croen tywyll|dringwr|dyn yn dringo|dyn yn dringo: arlliw croen tywyll
🧗‍♀️;menyw yn dringo;dringwr|menyw yn dringo
	🧗🏻‍♀️;menyw yn dringo: arlliw croen golau;arlliw croen golau|dringwr|menyw yn dringo|menyw yn dringo: arlliw croen golau
	🧗🏼‍♀️;menyw yn dringo: arlliw croen canolig-golau;arlliw croen canolig-golau|dringwr|menyw yn dringo|menyw yn dringo: arlliw croen canolig-golau
	🧗🏽‍♀️;menyw yn dringo: arlliw croen canolog;arlliw croen canolog|dringwr|menyw yn dringo|menyw yn dringo: arlliw croen canolog
	🧗🏾‍♀️;menyw yn dringo: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dringwr|menyw yn dringo|menyw yn dringo: arlliw croen canolig-tywyll
	🧗🏿‍♀️;menyw yn dringo: arlliw croen tywyll;arlliw croen tywyll|dringwr|menyw yn dringo|menyw yn dringo: arlliw croen tywyll
🤺;ffensiwr;chwaraeon|cleddyf|ffensio|ffensiwr|person
🏇;rasio ceffylau;ceffyl|joci|rasio|rasio ceffylau
	🏇🏻;rasio ceffylau: arlliw croen golau;arlliw croen golau|ceffyl|joci|rasio|rasio ceffylau|rasio ceffylau: arlliw croen golau
	🏇🏼;rasio ceffylau: arlliw croen canolig-golau;arlliw croen canolig-golau|ceffyl|joci|rasio|rasio ceffylau|rasio ceffylau: arlliw croen canolig-golau
	🏇🏽;rasio ceffylau: arlliw croen canolog;arlliw croen canolog|ceffyl|joci|rasio|rasio ceffylau|rasio ceffylau: arlliw croen canolog
	🏇🏾;rasio ceffylau: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|ceffyl|joci|rasio|rasio ceffylau|rasio ceffylau: arlliw croen canolig-tywyll
	🏇🏿;rasio ceffylau: arlliw croen tywyll;arlliw croen tywyll|ceffyl|joci|rasio|rasio ceffylau|rasio ceffylau: arlliw croen tywyll
⛷️;sgïwr;eira|sgi|sgïwr
🏂;eirafyrddiwr;eira|eirafyrddio|eirafyrddiwr|sgi
	🏂🏻;eirafyrddiwr: arlliw croen golau;arlliw croen golau|eira|eirafyrddio|eirafyrddiwr|eirafyrddiwr: arlliw croen golau|sgi
	🏂🏼;eirafyrddiwr: arlliw croen canolig-golau;arlliw croen canolig-golau|eira|eirafyrddio|eirafyrddiwr|eirafyrddiwr: arlliw croen canolig-golau|sgi
	🏂🏽;eirafyrddiwr: arlliw croen canolog;arlliw croen canolog|eira|eirafyrddio|eirafyrddiwr|eirafyrddiwr: arlliw croen canolog|sgi
	🏂🏾;eirafyrddiwr: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|eira|eirafyrddio|eirafyrddiwr|eirafyrddiwr: arlliw croen canolig-tywyll|sgi
	🏂🏿;eirafyrddiwr: arlliw croen tywyll;arlliw croen tywyll|eira|eirafyrddio|eirafyrddiwr|eirafyrddiwr: arlliw croen tywyll|sgi
🏌️;person yn chwarae golff;golff|pêl|person yn chwarae golff
	🏌🏻;person yn chwarae golff: arlliw croen golau;arlliw croen golau|golff|pêl|person yn chwarae golff|person yn chwarae golff: arlliw croen golau
	🏌🏼;person yn chwarae golff: arlliw croen canolig-golau;arlliw croen canolig-golau|golff|pêl|person yn chwarae golff|person yn chwarae golff: arlliw croen canolig-golau
	🏌🏽;person yn chwarae golff: arlliw croen canolog;arlliw croen canolog|golff|pêl|person yn chwarae golff|person yn chwarae golff: arlliw croen canolog
	🏌🏾;person yn chwarae golff: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|golff|pêl|person yn chwarae golff|person yn chwarae golff: arlliw croen canolig-tywyll
	🏌🏿;person yn chwarae golff: arlliw croen tywyll;arlliw croen tywyll|golff|pêl|person yn chwarae golff|person yn chwarae golff: arlliw croen tywyll
🏌️‍♂️;dyn yn chwarae golff;dyn|dyn yn chwarae golff|golff
	🏌🏻‍♂️;dyn yn chwarae golff: arlliw croen golau;arlliw croen golau|dyn|dyn yn chwarae golff|dyn yn chwarae golff: arlliw croen golau|golff
	🏌🏼‍♂️;dyn yn chwarae golff: arlliw croen canolig-golau;arlliw croen canolig-golau|dyn|dyn yn chwarae golff|dyn yn chwarae golff: arlliw croen canolig-golau|golff
	🏌🏽‍♂️;dyn yn chwarae golff: arlliw croen canolog;arlliw croen canolog|dyn|dyn yn chwarae golff|dyn yn chwarae golff: arlliw croen canolog|golff
	🏌🏾‍♂️;dyn yn chwarae golff: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dyn|dyn yn chwarae golff|dyn yn chwarae golff: arlliw croen canolig-tywyll|golff
	🏌🏿‍♂️;dyn yn chwarae golff: arlliw croen tywyll;arlliw croen tywyll|dyn|dyn yn chwarae golff|dyn yn chwarae golff: arlliw croen tywyll|golff
🏌️‍♀️;menyw yn chwarae golff;golff|menyw|menyw yn chwarae golff
	🏌🏻‍♀️;menyw yn chwarae golff: arlliw croen golau;arlliw croen golau|golff|menyw|menyw yn chwarae golff|menyw yn chwarae golff: arlliw croen golau
	🏌🏼‍♀️;menyw yn chwarae golff: arlliw croen canolig-golau;arlliw croen canolig-golau|golff|menyw|menyw yn chwarae golff|menyw yn chwarae golff: arlliw croen canolig-golau
	🏌🏽‍♀️;menyw yn chwarae golff: arlliw croen canolog;arlliw croen canolog|golff|menyw|menyw yn chwarae golff|menyw yn chwarae golff: arlliw croen canolog
	🏌🏾‍♀️;menyw yn chwarae golff: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|golff|menyw|menyw yn chwarae golff|menyw yn chwarae golff: arlliw croen canolig-tywyll
	🏌🏿‍♀️;menyw yn chwarae golff: arlliw croen tywyll;arlliw croen tywyll|golff|menyw|menyw yn chwarae golff|menyw yn chwarae golff: arlliw croen tywyll
🏄;person yn syrffio;person yn syrffio|syrffio
	🏄🏻;person yn syrffio: arlliw croen golau;arlliw croen golau|person yn syrffio|person yn syrffio: arlliw croen golau|syrffio
	🏄🏼;person yn syrffio: arlliw croen canolig-golau;arlliw croen canolig-golau|person yn syrffio|person yn syrffio: arlliw croen canolig-golau|syrffio
	🏄🏽;person yn syrffio: arlliw croen canolog;arlliw croen canolog|person yn syrffio|person yn syrffio: arlliw croen canolog|syrffio
	🏄🏾;person yn syrffio: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|person yn syrffio|person yn syrffio: arlliw croen canolig-tywyll|syrffio
	🏄🏿;person yn syrffio: arlliw croen tywyll;arlliw croen tywyll|person yn syrffio|person yn syrffio: arlliw croen tywyll|syrffio
🏄‍♂️;dyn yn syrffio;dyn|dyn yn syrffio|syrffio
	🏄🏻‍♂️;dyn yn syrffio: arlliw croen golau;arlliw croen golau|dyn|dyn yn syrffio|dyn yn syrffio: arlliw croen golau|syrffio
	🏄🏼‍♂️;dyn yn syrffio: arlliw croen canolig-golau;arlliw croen canolig-golau|dyn|dyn yn syrffio|dyn yn syrffio: arlliw croen canolig-golau|syrffio
	🏄🏽‍♂️;dyn yn syrffio: arlliw croen canolog;arlliw croen canolog|dyn|dyn yn syrffio|dyn yn syrffio: arlliw croen canolog|syrffio
	🏄🏾‍♂️;dyn yn syrffio: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dyn|dyn yn syrffio|dyn yn syrffio: arlliw croen canolig-tywyll|syrffio
	🏄🏿‍♂️;dyn yn syrffio: arlliw croen tywyll;arlliw croen tywyll|dyn|dyn yn syrffio|dyn yn syrffio: arlliw croen tywyll|syrffio
🏄‍♀️;menyw yn syrffio;menyw|menyw yn syrffio|syrffio
	🏄🏻‍♀️;menyw yn syrffio: arlliw croen golau;arlliw croen golau|menyw|menyw yn syrffio|menyw yn syrffio: arlliw croen golau|syrffio
	🏄🏼‍♀️;menyw yn syrffio: arlliw croen canolig-golau;arlliw croen canolig-golau|menyw|menyw yn syrffio|menyw yn syrffio: arlliw croen canolig-golau|syrffio
	🏄🏽‍♀️;menyw yn syrffio: arlliw croen canolog;arlliw croen canolog|menyw|menyw yn syrffio|menyw yn syrffio: arlliw croen canolog|syrffio
	🏄🏾‍♀️;menyw yn syrffio: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|menyw|menyw yn syrffio|menyw yn syrffio: arlliw croen canolig-tywyll|syrffio
	🏄🏿‍♀️;menyw yn syrffio: arlliw croen tywyll;arlliw croen tywyll|menyw|menyw yn syrffio|menyw yn syrffio: arlliw croen tywyll|syrffio
🚣;person yn rhwyfo cwch;cwch|person yn rhwyfo cwch|rhwyfo
	🚣🏻;person yn rhwyfo cwch: arlliw croen golau;arlliw croen golau|cwch|person yn rhwyfo cwch|person yn rhwyfo cwch: arlliw croen golau|rhwyfo
	🚣🏼;person yn rhwyfo cwch: arlliw croen canolig-golau;arlliw croen canolig-golau|cwch|person yn rhwyfo cwch|person yn rhwyfo cwch: arlliw croen canolig-golau|rhwyfo
	🚣🏽;person yn rhwyfo cwch: arlliw croen canolog;arlliw croen canolog|cwch|person yn rhwyfo cwch|person yn rhwyfo cwch: arlliw croen canolog|rhwyfo
	🚣🏾;person yn rhwyfo cwch: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|cwch|person yn rhwyfo cwch|person yn rhwyfo cwch: arlliw croen canolig-tywyll|rhwyfo
	🚣🏿;person yn rhwyfo cwch: arlliw croen tywyll;arlliw croen tywyll|cwch|person yn rhwyfo cwch|person yn rhwyfo cwch: arlliw croen tywyll|rhwyfo
🚣‍♂️;dyn yn rhwyfo cwch;cwch|dyn|dyn yn rhwyfo cwch|rhwyfo
	🚣🏻‍♂️;dyn yn rhwyfo cwch: arlliw croen golau;arlliw croen golau|cwch|dyn|dyn yn rhwyfo cwch|dyn yn rhwyfo cwch: arlliw croen golau|rhwyfo
	🚣🏼‍♂️;dyn yn rhwyfo cwch: arlliw croen canolig-golau;arlliw croen canolig-golau|cwch|dyn|dyn yn rhwyfo cwch|dyn yn rhwyfo cwch: arlliw croen canolig-golau|rhwyfo
	🚣🏽‍♂️;dyn yn rhwyfo cwch: arlliw croen canolog;arlliw croen canolog|cwch|dyn|dyn yn rhwyfo cwch|dyn yn rhwyfo cwch: arlliw croen canolog|rhwyfo
	🚣🏾‍♂️;dyn yn rhwyfo cwch: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|cwch|dyn|dyn yn rhwyfo cwch|dyn yn rhwyfo cwch: arlliw croen canolig-tywyll|rhwyfo
	🚣🏿‍♂️;dyn yn rhwyfo cwch: arlliw croen tywyll;arlliw croen tywyll|cwch|dyn|dyn yn rhwyfo cwch|dyn yn rhwyfo cwch: arlliw croen tywyll|rhwyfo
🚣‍♀️;menyw yn rhwyfo cwch;cwch|menyw|menyw yn rhwyfo cwch|rhwyfo
	🚣🏻‍♀️;menyw yn rhwyfo cwch: arlliw croen golau;arlliw croen golau|cwch|menyw|menyw yn rhwyfo cwch|menyw yn rhwyfo cwch: arlliw croen golau|rhwyfo
	🚣🏼‍♀️;menyw yn rhwyfo cwch: arlliw croen canolig-golau;arlliw croen canolig-golau|cwch|menyw|menyw yn rhwyfo cwch|menyw yn rhwyfo cwch: arlliw croen canolig-golau|rhwyfo
	🚣🏽‍♀️;menyw yn rhwyfo cwch: arlliw croen canolog;arlliw croen canolog|cwch|menyw|menyw yn rhwyfo cwch|menyw yn rhwyfo cwch: arlliw croen canolog|rhwyfo
	🚣🏾‍♀️;menyw yn rhwyfo cwch: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|cwch|menyw|menyw yn rhwyfo cwch|menyw yn rhwyfo cwch: arlliw croen canolig-tywyll|rhwyfo
	🚣🏿‍♀️;menyw yn rhwyfo cwch: arlliw croen tywyll;arlliw croen tywyll|cwch|menyw|menyw yn rhwyfo cwch|menyw yn rhwyfo cwch: arlliw croen tywyll|rhwyfo
🏊;person yn nofio;nofio|person yn nofio
	🏊🏻;person yn nofio: arlliw croen golau;arlliw croen golau|nofio|person yn nofio|person yn nofio: arlliw croen golau
	🏊🏼;person yn nofio: arlliw croen canolig-golau;arlliw croen canolig-golau|nofio|person yn nofio|person yn nofio: arlliw croen canolig-golau
	🏊🏽;person yn nofio: arlliw croen canolog;arlliw croen canolog|nofio|person yn nofio|person yn nofio: arlliw croen canolog
	🏊🏾;person yn nofio: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|nofio|person yn nofio|person yn nofio: arlliw croen canolig-tywyll
	🏊🏿;person yn nofio: arlliw croen tywyll;arlliw croen tywyll|nofio|person yn nofio|person yn nofio: arlliw croen tywyll
🏊‍♂️;dyn yn nofio;dyn|dyn yn nofio|nofio
	🏊🏻‍♂️;dyn yn nofio: arlliw croen golau;arlliw croen golau|dyn|dyn yn nofio|dyn yn nofio: arlliw croen golau|nofio
	🏊🏼‍♂️;dyn yn nofio: arlliw croen canolig-golau;arlliw croen canolig-golau|dyn|dyn yn nofio|dyn yn nofio: arlliw croen canolig-golau|nofio
	🏊🏽‍♂️;dyn yn nofio: arlliw croen canolog;arlliw croen canolog|dyn|dyn yn nofio|dyn yn nofio: arlliw croen canolog|nofio
	🏊🏾‍♂️;dyn yn nofio: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dyn|dyn yn nofio|dyn yn nofio: arlliw croen canolig-tywyll|nofio
	🏊🏿‍♂️;dyn yn nofio: arlliw croen tywyll;arlliw croen tywyll|dyn|dyn yn nofio|dyn yn nofio: arlliw croen tywyll|nofio
🏊‍♀️;menyw yn nofio;menyw|menyw yn nofio|nofio
	🏊🏻‍♀️;menyw yn nofio: arlliw croen golau;arlliw croen golau|menyw|menyw yn nofio|menyw yn nofio: arlliw croen golau|nofio
	🏊🏼‍♀️;menyw yn nofio: arlliw croen canolig-golau;arlliw croen canolig-golau|menyw|menyw yn nofio|menyw yn nofio: arlliw croen canolig-golau|nofio
	🏊🏽‍♀️;menyw yn nofio: arlliw croen canolog;arlliw croen canolog|menyw|menyw yn nofio|menyw yn nofio: arlliw croen canolog|nofio
	🏊🏾‍♀️;menyw yn nofio: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|menyw|menyw yn nofio|menyw yn nofio: arlliw croen canolig-tywyll|nofio
	🏊🏿‍♀️;menyw yn nofio: arlliw croen tywyll;arlliw croen tywyll|menyw|menyw yn nofio|menyw yn nofio: arlliw croen tywyll|nofio
⛹️;person â phêl;pêl|person â phêl
	⛹🏻;person â phêl: arlliw croen golau;arlliw croen golau|pêl|person â phêl|person â phêl: arlliw croen golau
	⛹🏼;person â phêl: arlliw croen canolig-golau;arlliw croen canolig-golau|pêl|person â phêl|person â phêl: arlliw croen canolig-golau
	⛹🏽;person â phêl: arlliw croen canolog;arlliw croen canolog|pêl|person â phêl|person â phêl: arlliw croen canolog
	⛹🏾;person â phêl: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|pêl|person â phêl|person â phêl: arlliw croen canolig-tywyll
	⛹🏿;person â phêl: arlliw croen tywyll;arlliw croen tywyll|pêl|person â phêl|person â phêl: arlliw croen tywyll
⛹️‍♂️;dyn â phêl;dyn|dyn â phêl|pêl
	⛹🏻‍♂️;dyn â phêl: arlliw croen golau;arlliw croen golau|dyn|dyn â phêl|dyn â phêl: arlliw croen golau|pêl
	⛹🏼‍♂️;dyn â phêl: arlliw croen canolig-golau;arlliw croen canolig-golau|dyn|dyn â phêl|dyn â phêl: arlliw croen canolig-golau|pêl
	⛹🏽‍♂️;dyn â phêl: arlliw croen canolog;arlliw croen canolog|dyn|dyn â phêl|dyn â phêl: arlliw croen canolog|pêl
	⛹🏾‍♂️;dyn â phêl: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dyn|dyn â phêl|dyn â phêl: arlliw croen canolig-tywyll|pêl
	⛹🏿‍♂️;dyn â phêl: arlliw croen tywyll;arlliw croen tywyll|dyn|dyn â phêl|dyn â phêl: arlliw croen tywyll|pêl
⛹️‍♀️;menyw â phêl;menyw|menyw â phêl|pêl
	⛹🏻‍♀️;menyw â phêl: arlliw croen golau;arlliw croen golau|menyw|menyw â phêl|menyw â phêl: arlliw croen golau|pêl
	⛹🏼‍♀️;menyw â phêl: arlliw croen canolig-golau;arlliw croen canolig-golau|menyw|menyw â phêl|menyw â phêl: arlliw croen canolig-golau|pêl
	⛹🏽‍♀️;menyw â phêl: arlliw croen canolog;arlliw croen canolog|menyw|menyw â phêl|menyw â phêl: arlliw croen canolog|pêl
	⛹🏾‍♀️;menyw â phêl: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|menyw|menyw â phêl|menyw â phêl: arlliw croen canolig-tywyll|pêl
	⛹🏿‍♀️;menyw â phêl: arlliw croen tywyll;arlliw croen tywyll|menyw|menyw â phêl|menyw â phêl: arlliw croen tywyll|pêl
🏋️;person yn codi pwysau;codwr|person yn codi pwysau|pwysau
	🏋🏻;person yn codi pwysau: arlliw croen golau;arlliw croen golau|codwr|person yn codi pwysau|person yn codi pwysau: arlliw croen golau|pwysau
	🏋🏼;person yn codi pwysau: arlliw croen canolig-golau;arlliw croen canolig-golau|codwr|person yn codi pwysau|person yn codi pwysau: arlliw croen canolig-golau|pwysau
	🏋🏽;person yn codi pwysau: arlliw croen canolog;arlliw croen canolog|codwr|person yn codi pwysau|person yn codi pwysau: arlliw croen canolog|pwysau
	🏋🏾;person yn codi pwysau: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|codwr|person yn codi pwysau|person yn codi pwysau: arlliw croen canolig-tywyll|pwysau
	🏋🏿;person yn codi pwysau: arlliw croen tywyll;arlliw croen tywyll|codwr|person yn codi pwysau|person yn codi pwysau: arlliw croen tywyll|pwysau
🏋️‍♂️;dyn yn codi pwysau;codi|dyn|dyn yn codi pwysau|pwysau
	🏋🏻‍♂️;dyn yn codi pwysau: arlliw croen golau;arlliw croen golau|codi|dyn|dyn yn codi pwysau|dyn yn codi pwysau: arlliw croen golau|pwysau
	🏋🏼‍♂️;dyn yn codi pwysau: arlliw croen canolig-golau;arlliw croen canolig-golau|codi|dyn|dyn yn codi pwysau|dyn yn codi pwysau: arlliw croen canolig-golau|pwysau
	🏋🏽‍♂️;dyn yn codi pwysau: arlliw croen canolog;arlliw croen canolog|codi|dyn|dyn yn codi pwysau|dyn yn codi pwysau: arlliw croen canolog|pwysau
	🏋🏾‍♂️;dyn yn codi pwysau: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|codi|dyn|dyn yn codi pwysau|dyn yn codi pwysau: arlliw croen canolig-tywyll|pwysau
	🏋🏿‍♂️;dyn yn codi pwysau: arlliw croen tywyll;arlliw croen tywyll|codi|dyn|dyn yn codi pwysau|dyn yn codi pwysau: arlliw croen tywyll|pwysau
🏋️‍♀️;menyw yn codi pwysau;codi|menyw|menyw yn codi pwysau|pwysau
	🏋🏻‍♀️;menyw yn codi pwysau: arlliw croen golau;arlliw croen golau|codi|menyw|menyw yn codi pwysau|menyw yn codi pwysau: arlliw croen golau|pwysau
	🏋🏼‍♀️;menyw yn codi pwysau: arlliw croen canolig-golau;arlliw croen canolig-golau|codi|menyw|menyw yn codi pwysau|menyw yn codi pwysau: arlliw croen canolig-golau|pwysau
	🏋🏽‍♀️;menyw yn codi pwysau: arlliw croen canolog;arlliw croen canolog|codi|menyw|menyw yn codi pwysau|menyw yn codi pwysau: arlliw croen canolog|pwysau
	🏋🏾‍♀️;menyw yn codi pwysau: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|codi|menyw|menyw yn codi pwysau|menyw yn codi pwysau: arlliw croen canolig-tywyll|pwysau
	🏋🏿‍♀️;menyw yn codi pwysau: arlliw croen tywyll;arlliw croen tywyll|codi|menyw|menyw yn codi pwysau|menyw yn codi pwysau: arlliw croen tywyll|pwysau
🚴;person yn beicio;beic|beicio|person yn beicio
	🚴🏻;person yn beicio: arlliw croen golau;arlliw croen golau|beic|beicio|person yn beicio|person yn beicio: arlliw croen golau
	🚴🏼;person yn beicio: arlliw croen canolig-golau;arlliw croen canolig-golau|beic|beicio|person yn beicio|person yn beicio: arlliw croen canolig-golau
	🚴🏽;person yn beicio: arlliw croen canolog;arlliw croen canolog|beic|beicio|person yn beicio|person yn beicio: arlliw croen canolog
	🚴🏾;person yn beicio: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|beic|beicio|person yn beicio|person yn beicio: arlliw croen canolig-tywyll
	🚴🏿;person yn beicio: arlliw croen tywyll;arlliw croen tywyll|beic|beicio|person yn beicio|person yn beicio: arlliw croen tywyll
🚴‍♂️;dyn yn beicio;beic|beicio|dyn|dyn yn beicio
	🚴🏻‍♂️;dyn yn beicio: arlliw croen golau;arlliw croen golau|beic|beicio|dyn|dyn yn beicio|dyn yn beicio: arlliw croen golau
	🚴🏼‍♂️;dyn yn beicio: arlliw croen canolig-golau;arlliw croen canolig-golau|beic|beicio|dyn|dyn yn beicio|dyn yn beicio: arlliw croen canolig-golau
	🚴🏽‍♂️;dyn yn beicio: arlliw croen canolog;arlliw croen canolog|beic|beicio|dyn|dyn yn beicio|dyn yn beicio: arlliw croen canolog
	🚴🏾‍♂️;dyn yn beicio: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|beic|beicio|dyn|dyn yn beicio|dyn yn beicio: arlliw croen canolig-tywyll
