# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;fytyrë e zgërdheshur;fytyrë|fytyrë e zgërdheshur|zgërdheshje|zgërdhihem
	🧑🏼‍🦼‍➡️;person në karrocë të motorizuar invalidi me drejtim djathtas;karrocë invalidi|person me karrocë të motorizuar|person në karrocë të motorizuar invalidi|person në karrocë të motorizuar invalidi me drejtim djathtas|qasshmëri
	🧑🏽‍🦼‍➡️;person në karrocë të motorizuar invalidi me drejtim djathtas;karrocë invalidi|person me karrocë të motorizuar|person në karrocë të motorizuar invalidi|person në karrocë të motorizuar invalidi me drejtim djathtas|qasshmëri
	🧑🏾‍🦼‍➡️;person në karrocë të motorizuar invalidi me drejtim djathtas;karrocë invalidi|person me karrocë të motorizuar|person në karrocë të motorizuar invalidi|person në karrocë të motorizuar invalidi me drejtim djathtas|qasshmëri
	🧑🏿‍🦼‍➡️;person në karrocë të motorizuar invalidi me drejtim djathtas;karrocë invalidi|person me karrocë të motorizuar|person në karrocë të motorizuar invalidi|person në karrocë të motorizuar invalidi me drejtim djathtas|qasshmëri
👨‍🦼;burrë në karrocë të motorizuar invalidi;burrë|burrë në karrocë të motorizuar invalidi|karrocë invalidi|qasshmëri
	👨🏻‍🦼;burrë në karrocë të motorizuar invalidi: nuancë lëkure e çelët;burrë|burrë në karrocë të motorizuar invalidi|burrë në karrocë të motorizuar invalidi: nuancë lëkure e çelët|karrocë invalidi|nuancë lëkure e çelët|qasshmëri
	👨🏼‍🦼;burrë në karrocë të motorizuar invalidi: nuancë lëkure gjysmë e çelët;burrë|burrë në karrocë të motorizuar invalidi|burrë në karrocë të motorizuar invalidi: nuancë lëkure gjysmë e çelët|karrocë invalidi|nuancë lëkure gjysmë e çelët|qasshmëri
	👨🏽‍🦼;burrë në karrocë të motorizuar invalidi: nuancë lëkure zeshkane;burrë|burrë në karrocë të motorizuar invalidi|burrë në karrocë të motorizuar invalidi: nuancë lëkure zeshkane|karrocë invalidi|nuancë lëkure zeshkane|qasshmëri
	👨🏾‍🦼;burrë në karrocë të motorizuar invalidi: nuancë lëkure gjysmë e errët;burrë|burrë në karrocë të motorizuar invalidi|burrë në karrocë të motorizuar invalidi: nuancë lëkure gjysmë e errët|karrocë invalidi|nuancë lëkure gjysmë e errët|qasshmëri
	👨🏿‍🦼;burrë në karrocë të motorizuar invalidi: nuancë lëkure e errët;burrë|burrë në karrocë të motorizuar invalidi|burrë në karrocë të motorizuar invalidi: nuancë lëkure e errët|karrocë invalidi|nuancë lëkure e errët|qasshmëri
👨‍🦼‍➡️;burrë në karrocë të motorizuar invalidi me drejtim djathtas;burrë|burrë në karrocë të motorizuar invalidi|burrë në karrocë të motorizuar invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👨🏻‍🦼‍➡️;burrë në karrocë të motorizuar invalidi me drejtim djathtas;burrë|burrë në karrocë të motorizuar invalidi|burrë në karrocë të motorizuar invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👨🏼‍🦼‍➡️;burrë në karrocë të motorizuar invalidi me drejtim djathtas;burrë|burrë në karrocë të motorizuar invalidi|burrë në karrocë të motorizuar invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👨🏽‍🦼‍➡️;burrë në karrocë të motorizuar invalidi me drejtim djathtas;burrë|burrë në karrocë të motorizuar invalidi|burrë në karrocë të motorizuar invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👨🏾‍🦼‍➡️;burrë në karrocë të motorizuar invalidi me drejtim djathtas;burrë|burrë në karrocë të motorizuar invalidi|burrë në karrocë të motorizuar invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👨🏿‍🦼‍➡️;burrë në karrocë të motorizuar invalidi me drejtim djathtas;burrë|burrë në karrocë të motorizuar invalidi|burrë në karrocë të motorizuar invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
👩‍🦼;grua në karrocë të motorizuar invalidi;grua|grua në karrocë të motorizuar invalidi|karrocë invalidi|qasshmëri
	👩🏻‍🦼;grua në karrocë të motorizuar invalidi: nuancë lëkure e çelët;grua|grua në karrocë të motorizuar invalidi|grua në karrocë të motorizuar invalidi: nuancë lëkure e çelët|karrocë invalidi|nuancë lëkure e çelët|qasshmëri
	👩🏼‍🦼;grua në karrocë të motorizuar invalidi: nuancë lëkure gjysmë e çelët;grua|grua në karrocë të motorizuar invalidi|grua në karrocë të motorizuar invalidi: nuancë lëkure gjysmë e çelët|karrocë invalidi|nuancë lëkure gjysmë e çelët|qasshmëri
	👩🏽‍🦼;grua në karrocë të motorizuar invalidi: nuancë lëkure zeshkane;grua|grua në karrocë të motorizuar invalidi|grua në karrocë të motorizuar invalidi: nuancë lëkure zeshkane|karrocë invalidi|nuancë lëkure zeshkane|qasshmëri
	👩🏾‍🦼;grua në karrocë të motorizuar invalidi: nuancë lëkure gjysmë e errët;grua|grua në karrocë të motorizuar invalidi|grua në karrocë të motorizuar invalidi: nuancë lëkure gjysmë e errët|karrocë invalidi|nuancë lëkure gjysmë e errët|qasshmëri
	👩🏿‍🦼;grua në karrocë të motorizuar invalidi: nuancë lëkure e errët;grua|grua në karrocë të motorizuar invalidi|grua në karrocë të motorizuar invalidi: nuancë lëkure e errët|karrocë invalidi|nuancë lëkure e errët|qasshmëri
👩‍🦼‍➡️;grua në karrocë të motorizuar invalidi me drejtim djathtas;grua|grua në karrocë të motorizuar invalidi|grua në karrocë të motorizuar invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👩🏻‍🦼‍➡️;grua në karrocë të motorizuar invalidi me drejtim djathtas;grua|grua në karrocë të motorizuar invalidi|grua në karrocë të motorizuar invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👩🏼‍🦼‍➡️;grua në karrocë të motorizuar invalidi me drejtim djathtas;grua|grua në karrocë të motorizuar invalidi|grua në karrocë të motorizuar invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👩🏽‍🦼‍➡️;grua në karrocë të motorizuar invalidi me drejtim djathtas;grua|grua në karrocë të motorizuar invalidi|grua në karrocë të motorizuar invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👩🏾‍🦼‍➡️;grua në karrocë të motorizuar invalidi me drejtim djathtas;grua|grua në karrocë të motorizuar invalidi|grua në karrocë të motorizuar invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👩🏿‍🦼‍➡️;grua në karrocë të motorizuar invalidi me drejtim djathtas;grua|grua në karrocë të motorizuar invalidi|grua në karrocë të motorizuar invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
🧑‍🦽;person në karrocë invalidi manuale;karrocë invalidi|person me karrocë manuale|person në karrocë invalidi manuale|qasshmëri
	🧑🏻‍🦽;person në karrocë invalidi manuale: nuancë lëkure e çelët;karrocë invalidi|nuancë lëkure e çelët|person me karrocë manuale|person në karrocë invalidi manuale|person në karrocë invalidi manuale: nuancë lëkure e çelët|qasshmëri
	🧑🏼‍🦽;person në karrocë invalidi manuale: nuancë lëkure gjysmë e çelët;karrocë invalidi|nuancë lëkure gjysmë e çelët|person me karrocë manuale|person në karrocë invalidi manuale|person në karrocë invalidi manuale: nuancë lëkure gjysmë e çelët|qasshmëri
	🧑🏽‍🦽;person në karrocë invalidi manuale: nuancë lëkure zeshkane;karrocë invalidi|nuancë lëkure zeshkane|person me karrocë manuale|person në karrocë invalidi manuale|person në karrocë invalidi manuale: nuancë lëkure zeshkane|qasshmëri
	🧑🏾‍🦽;person në karrocë invalidi manuale: nuancë lëkure gjysmë e errët;karrocë invalidi|nuancë lëkure gjysmë e errët|person me karrocë manuale|person në karrocë invalidi manuale|person në karrocë invalidi manuale: nuancë lëkure gjysmë e errët|qasshmëri
	🧑🏿‍🦽;person në karrocë invalidi manuale: nuancë lëkure e errët;karrocë invalidi|nuancë lëkure e errët|person me karrocë manuale|person në karrocë invalidi manuale|person në karrocë invalidi manuale: nuancë lëkure e errët|qasshmëri
🧑‍🦽‍➡️;person në karrocë invalidi manuale me drejtim djathtas;karrocë invalidi|person me karrocë manuale|person në karrocë invalidi manuale|person në karrocë invalidi manuale me drejtim djathtas|qasshmëri
	🧑🏻‍🦽‍➡️;person në karrocë invalidi manuale me drejtim djathtas;karrocë invalidi|person me karrocë manuale|person në karrocë invalidi manuale|person në karrocë invalidi manuale me drejtim djathtas|qasshmëri
	🧑🏼‍🦽‍➡️;person në karrocë invalidi manuale me drejtim djathtas;karrocë invalidi|person me karrocë manuale|person në karrocë invalidi manuale|person në karrocë invalidi manuale me drejtim djathtas|qasshmëri
	🧑🏽‍🦽‍➡️;person në karrocë invalidi manuale me drejtim djathtas;karrocë invalidi|person me karrocë manuale|person në karrocë invalidi manuale|person në karrocë invalidi manuale me drejtim djathtas|qasshmëri
	🧑🏾‍🦽‍➡️;person në karrocë invalidi manuale me drejtim djathtas;karrocë invalidi|person me karrocë manuale|person në karrocë invalidi manuale|person në karrocë invalidi manuale me drejtim djathtas|qasshmëri
	🧑🏿‍🦽‍➡️;person në karrocë invalidi manuale me drejtim djathtas;karrocë invalidi|person me karrocë manuale|person në karrocë invalidi manuale|person në karrocë invalidi manuale me drejtim djathtas|qasshmëri
👨‍🦽;burrë në karrocë manuale invalidi;burrë|burrë në karrocë manuale invalidi|karrocë invalidi|qasshmëri
	👨🏻‍🦽;burrë në karrocë manuale invalidi: nuancë lëkure e çelët;burrë|burrë në karrocë manuale invalidi|burrë në karrocë manuale invalidi: nuancë lëkure e çelët|karrocë invalidi|nuancë lëkure e çelët|qasshmëri
	👨🏼‍🦽;burrë në karrocë manuale invalidi: nuancë lëkure gjysmë e çelët;burrë|burrë në karrocë manuale invalidi|burrë në karrocë manuale invalidi: nuancë lëkure gjysmë e çelët|karrocë invalidi|nuancë lëkure gjysmë e çelët|qasshmëri
	👨🏽‍🦽;burrë në karrocë manuale invalidi: nuancë lëkure zeshkane;burrë|burrë në karrocë manuale invalidi|burrë në karrocë manuale invalidi: nuancë lëkure zeshkane|karrocë invalidi|nuancë lëkure zeshkane|qasshmëri
	👨🏾‍🦽;burrë në karrocë manuale invalidi: nuancë lëkure gjysmë e errët;burrë|burrë në karrocë manuale invalidi|burrë në karrocë manuale invalidi: nuancë lëkure gjysmë e errët|karrocë invalidi|nuancë lëkure gjysmë e errët|qasshmëri
	👨🏿‍🦽;burrë në karrocë manuale invalidi: nuancë lëkure e errët;burrë|burrë në karrocë manuale invalidi|burrë në karrocë manuale invalidi: nuancë lëkure e errët|karrocë invalidi|nuancë lëkure e errët|qasshmëri
👨‍🦽‍➡️;burrë në karrocë manuale invalidi me drejtim djathtas;burrë|burrë në karrocë manuale invalidi|burrë në karrocë manuale invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👨🏻‍🦽‍➡️;burrë në karrocë manuale invalidi me drejtim djathtas;burrë|burrë në karrocë manuale invalidi|burrë në karrocë manuale invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👨🏼‍🦽‍➡️;burrë në karrocë manuale invalidi me drejtim djathtas;burrë|burrë në karrocë manuale invalidi|burrë në karrocë manuale invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👨🏽‍🦽‍➡️;burrë në karrocë manuale invalidi me drejtim djathtas;burrë|burrë në karrocë manuale invalidi|burrë në karrocë manuale invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👨🏾‍🦽‍➡️;burrë në karrocë manuale invalidi me drejtim djathtas;burrë|burrë në karrocë manuale invalidi|burrë në karrocë manuale invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👨🏿‍🦽‍➡️;burrë në karrocë manuale invalidi me drejtim djathtas;burrë|burrë në karrocë manuale invalidi|burrë në karrocë manuale invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
👩‍🦽;grua në karrocë manuale invalidi;grua|grua në karrocë manuale invalidi|karrocë invalidi|qasshmëri
	👩🏻‍🦽;grua në karrocë manuale invalidi: nuancë lëkure e çelët;grua|grua në karrocë manuale invalidi|grua në karrocë manuale invalidi: nuancë lëkure e çelët|karrocë invalidi|nuancë lëkure e çelët|qasshmëri
	👩🏼‍🦽;grua në karrocë manuale invalidi: nuancë lëkure gjysmë e çelët;grua|grua në karrocë manuale invalidi|grua në karrocë manuale invalidi: nuancë lëkure gjysmë e çelët|karrocë invalidi|nuancë lëkure gjysmë e çelët|qasshmëri
	👩🏽‍🦽;grua në karrocë manuale invalidi: nuancë lëkure zeshkane;grua|grua në karrocë manuale invalidi|grua në karrocë manuale invalidi: nuancë lëkure zeshkane|karrocë invalidi|nuancë lëkure zeshkane|qasshmëri
	👩🏾‍🦽;grua në karrocë manuale invalidi: nuancë lëkure gjysmë e errët;grua|grua në karrocë manuale invalidi|grua në karrocë manuale invalidi: nuancë lëkure gjysmë e errët|karrocë invalidi|nuancë lëkure gjysmë e errët|qasshmëri
	👩🏿‍🦽;grua në karrocë manuale invalidi: nuancë lëkure e errët;grua|grua në karrocë manuale invalidi|grua në karrocë manuale invalidi: nuancë lëkure e errët|karrocë invalidi|nuancë lëkure e errët|qasshmëri
👩‍🦽‍➡️;grua në karrocë manuale invalidi me drejtim djathtas;grua|grua në karrocë manuale invalidi|grua në karrocë manuale invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👩🏻‍🦽‍➡️;grua në karrocë manuale invalidi me drejtim djathtas;grua|grua në karrocë manuale invalidi|grua në karrocë manuale invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👩🏼‍🦽‍➡️;grua në karrocë manuale invalidi me drejtim djathtas;grua|grua në karrocë manuale invalidi|grua në karrocë manuale invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👩🏽‍🦽‍➡️;grua në karrocë manuale invalidi me drejtim djathtas;grua|grua në karrocë manuale invalidi|grua në karrocë manuale invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👩🏾‍🦽‍➡️;grua në karrocë manuale invalidi me drejtim djathtas;grua|grua në karrocë manuale invalidi|grua në karrocë manuale invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
	👩🏿‍🦽‍➡️;grua në karrocë manuale invalidi me drejtim djathtas;grua|grua në karrocë manuale invalidi|grua në karrocë manuale invalidi me drejtim djathtas|karrocë invalidi|qasshmëri
🏃;vrapues;maratonë|vrapim|vrapues
	🏃🏻;vrapues: nuancë lëkure e çelët;maratonë|nuancë lëkure e çelët|vrapim|vrapues|vrapues: nuancë lëkure e çelët
	🏃🏼;vrapues: nuancë lëkure gjysmë e çelët;maratonë|nuancë lëkure gjysmë e çelët|vrapim|vrapues|vrapues: nuancë lëkure gjysmë e çelët
	🏃🏽;vrapues: nuancë lëkure zeshkane;maratonë|nuancë lëkure zeshkane|vrapim|vrapues|vrapues: nuancë lëkure zeshkane
	🏃🏾;vrapues: nuancë lëkure gjysmë e errët;maratonë|nuancë lëkure gjysmë e errët|vrapim|vrapues|vrapues: nuancë lëkure gjysmë e errët
	🏃🏿;vrapues: nuancë lëkure e errët;maratonë|nuancë lëkure e errët|vrapim|vrapues|vrapues: nuancë lëkure e errët
🏃‍♂️;burrë që vrapon;burrë|burrë që vrapon|garë|maratonë|vrapim
	🏃🏻‍♂️;burrë që vrapon: nuancë lëkure e çelët;burrë|burrë që vrapon|burrë që vrapon: nuancë lëkure e çelët|garë|maratonë|nuancë lëkure e çelët|vrapim
	🏃🏼‍♂️;burrë që vrapon: nuancë lëkure gjysmë e çelët;burrë|burrë që vrapon|burrë që vrapon: nuancë lëkure gjysmë e çelët|garë|maratonë|nuancë lëkure gjysmë e çelët|vrapim
	🏃🏽‍♂️;burrë që vrapon: nuancë lëkure zeshkane;burrë|burrë që vrapon|burrë që vrapon: nuancë lëkure zeshkane|garë|maratonë|nuancë lëkure zeshkane|vrapim
	🏃🏾‍♂️;burrë që vrapon: nuancë lëkure gjysmë e errët;burrë|burrë që vrapon|burrë që vrapon: nuancë lëkure gjysmë e errët|garë|maratonë|nuancë lëkure gjysmë e errët|vrapim
	🏃🏿‍♂️;burrë që vrapon: nuancë lëkure e errët;burrë|burrë që vrapon|burrë që vrapon: nuancë lëkure e errët|garë|maratonë|nuancë lëkure e errët|vrapim
🏃‍♀️;grua që vrapon;garë|grua|grua që vrapon|maratonë|vrapim
	🏃🏻‍♀️;grua që vrapon: nuancë lëkure e çelët;garë|grua|grua që vrapon|grua që vrapon: nuancë lëkure e çelët|maratonë|nuancë lëkure e çelët|vrapim
	🏃🏼‍♀️;grua që vrapon: nuancë lëkure gjysmë e çelët;garë|grua|grua që vrapon|grua që vrapon: nuancë lëkure gjysmë e çelët|maratonë|nuancë lëkure gjysmë e çelët|vrapim
	🏃🏽‍♀️;grua që vrapon: nuancë lëkure zeshkane;garë|grua|grua që vrapon|grua që vrapon: nuancë lëkure zeshkane|maratonë|nuancë lëkure zeshkane|vrapim
	🏃🏾‍♀️;grua që vrapon: nuancë lëkure gjysmë e errët;garë|grua|grua që vrapon|grua që vrapon: nuancë lëkure gjysmë e errët|maratonë|nuancë lëkure gjysmë e errët|vrapim
	🏃🏿‍♀️;grua që vrapon: nuancë lëkure e errët;garë|grua|grua që vrapon|grua që vrapon: nuancë lëkure e errët|maratonë|nuancë lëkure e errët|vrapim
🏃‍➡️;vrapues me drejtim djathtas;maratonë|vrapim|vrapues|vrapues me drejtim djathtas
	🏃🏻‍➡️;vrapues me drejtim djathtas;maratonë|vrapim|vrapues|vrapues me drejtim djathtas
	🏃🏼‍➡️;vrapues me drejtim djathtas;maratonë|vrapim|vrapues|vrapues me drejtim djathtas
	🏃🏽‍➡️;vrapues me drejtim djathtas;maratonë|vrapim|vrapues|vrapues me drejtim djathtas
	🏃🏾‍➡️;vrapues me drejtim djathtas;maratonë|vrapim|vrapues|vrapues me drejtim djathtas
	🏃🏿‍➡️;vrapues me drejtim djathtas;maratonë|vrapim|vrapues|vrapues me drejtim djathtas
🏃‍♀️‍➡️;grua që vrapon me drejtim djathtas;garë|grua|grua që vrapon|grua që vrapon me drejtim djathtas|maratonë|vrapim
	🏃🏻‍♀️‍➡️;grua që vrapon me drejtim djathtas;garë|grua|grua që vrapon|grua që vrapon me drejtim djathtas|maratonë|vrapim
	🏃🏼‍♀️‍➡️;grua që vrapon me drejtim djathtas;garë|grua|grua që vrapon|grua që vrapon me drejtim djathtas|maratonë|vrapim
