# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;se zubjece woblico;luštne|se zubjece woblico|woblico|wótcynjona guba
	👩🏼‍🦽‍➡️;žeńska w jězdnem stole napšawo;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|žeńska|žeńska w jězdnem stole|žeńska w jězdnem stole napšawo
	👩🏽‍🦽‍➡️;žeńska w jězdnem stole napšawo;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|žeńska|žeńska w jězdnem stole|žeńska w jězdnem stole napšawo
	👩🏾‍🦽‍➡️;žeńska w jězdnem stole napšawo;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|žeńska|žeńska w jězdnem stole|žeńska w jězdnem stole napšawo
	👩🏿‍🦽‍➡️;žeńska w jězdnem stole napšawo;bźez barierow|inwalidna|jězdny stoł|pomocny srědk|žeńska|žeńska w jězdnem stole|žeńska w jězdnem stole napšawo
🏃;ganjajuca wósoba;běgaŕ|běgaŕka Imaraton|ganjajuca wósoba|ganjaś|gnaś|sport
	🏃🏻;ganjajuca wósoba: swětła barwa kóže;běgaŕ|běgaŕka Imaraton|ganjajuca wósoba|ganjajuca wósoba: swětła barwa kóže|ganjaś|gnaś|sport|swětła barwa kóže
	🏃🏼;ganjajuca wósoba: srjejźnoswětła barwa kóže;běgaŕ|běgaŕka Imaraton|ganjajuca wósoba|ganjajuca wósoba: srjejźnoswětła barwa kóže|ganjaś|gnaś|sport|srjejźnoswětła barwa kóže
	🏃🏽;ganjajuca wósoba: wósrědna barwa kóže;běgaŕ|běgaŕka Imaraton|ganjajuca wósoba|ganjajuca wósoba: wósrědna barwa kóže|ganjaś|gnaś|sport|wósrědna barwa kóže
	🏃🏾;ganjajuca wósoba: srjejźnośamna barwa kóže;běgaŕ|běgaŕka Imaraton|ganjajuca wósoba|ganjajuca wósoba: srjejźnośamna barwa kóže|ganjaś|gnaś|sport|srjejźnośamna barwa kóže
	🏃🏿;ganjajuca wósoba: śamna barwa kóže;běgaŕ|běgaŕka Imaraton|ganjajuca wósoba|ganjajuca wósoba: śamna barwa kóže|ganjaś|gnaś|śamna barwa kóže|sport
🏃‍♂️;ganjajucy muski;běgaŕ|běgaŕka|ganjajucy muski|ganjaś|gnaś|joggowaŕ|joggowaś|maraton
	🏃🏻‍♂️;ganjajucy muski: swětła barwa kóže;běgaŕ|běgaŕka|ganjajucy muski|ganjajucy muski: swětła barwa kóže|ganjaś|gnaś|joggowaŕ|joggowaś|maraton|swětła barwa kóže
	🏃🏼‍♂️;ganjajucy muski: srjejźnoswětła barwa kóže;běgaŕ|běgaŕka|ganjajucy muski|ganjajucy muski: srjejźnoswětła barwa kóže|ganjaś|gnaś|joggowaŕ|joggowaś|maraton|srjejźnoswětła barwa kóže
	🏃🏽‍♂️;ganjajucy muski: wósrědna barwa kóže;běgaŕ|běgaŕka|ganjajucy muski|ganjajucy muski: wósrědna barwa kóže|ganjaś|gnaś|joggowaŕ|joggowaś|maraton|wósrědna barwa kóže
	🏃🏾‍♂️;ganjajucy muski: srjejźnośamna barwa kóže;běgaŕ|běgaŕka|ganjajucy muski|ganjajucy muski: srjejźnośamna barwa kóže|ganjaś|gnaś|joggowaŕ|joggowaś|maraton|srjejźnośamna barwa kóže
	🏃🏿‍♂️;ganjajucy muski: śamna barwa kóže;běgaŕ|běgaŕka|ganjajucy muski|ganjajucy muski: śamna barwa kóže|ganjaś|gnaś|joggowaŕ|joggowaś|maraton|śamna barwa kóže
🏃‍♀️;ganjajuca žeńska;běgaŕka|ganjajuca žeńska|ganjaś|gnaś|joggowaŕka|joggowaś|maraton
	🏃🏻‍♀️;ganjajuca žeńska: swětła barwa kóže;běgaŕka|ganjajuca žeńska|ganjajuca žeńska: swětła barwa kóže|ganjaś|gnaś|joggowaŕka|joggowaś|maraton|swětła barwa kóže
	🏃🏼‍♀️;ganjajuca žeńska: srjejźnoswětła barwa kóže;běgaŕka|ganjajuca žeńska|ganjajuca žeńska: srjejźnoswětła barwa kóže|ganjaś|gnaś|joggowaŕka|joggowaś|maraton|srjejźnoswětła barwa kóže
	🏃🏽‍♀️;ganjajuca žeńska: wósrědna barwa kóže;běgaŕka|ganjajuca žeńska|ganjajuca žeńska: wósrědna barwa kóže|ganjaś|gnaś|joggowaŕka|joggowaś|maraton|wósrědna barwa kóže
	🏃🏾‍♀️;ganjajuca žeńska: srjejźnośamna barwa kóže;běgaŕka|ganjajuca žeńska|ganjajuca žeńska: srjejźnośamna barwa kóže|ganjaś|gnaś|joggowaŕka|joggowaś|maraton|srjejźnośamna barwa kóže
	🏃🏿‍♀️;ganjajuca žeńska: śamna barwa kóže;běgaŕka|ganjajuca žeńska|ganjajuca žeńska: śamna barwa kóže|ganjaś|gnaś|joggowaŕka|joggowaś|maraton|śamna barwa kóže
🏃‍➡️;ganjajuca wósoba napšawo;běgaŕ|běgaŕka Imaraton|ganjajuca wósoba|ganjajuca wósoba napšawo|ganjaś|gnaś|sport
	🏃🏻‍➡️;ganjajuca wósoba napšawo;běgaŕ|běgaŕka Imaraton|ganjajuca wósoba|ganjajuca wósoba napšawo|ganjaś|gnaś|sport
	🏃🏼‍➡️;ganjajuca wósoba napšawo;běgaŕ|běgaŕka Imaraton|ganjajuca wósoba|ganjajuca wósoba napšawo|ganjaś|gnaś|sport
	🏃🏽‍➡️;ganjajuca wósoba napšawo;běgaŕ|běgaŕka Imaraton|ganjajuca wósoba|ganjajuca wósoba napšawo|ganjaś|gnaś|sport
	🏃🏾‍➡️;ganjajuca wósoba napšawo;běgaŕ|běgaŕka Imaraton|ganjajuca wósoba|ganjajuca wósoba napšawo|ganjaś|gnaś|sport
	🏃🏿‍➡️;ganjajuca wósoba napšawo;běgaŕ|běgaŕka Imaraton|ganjajuca wósoba|ganjajuca wósoba napšawo|ganjaś|gnaś|sport
🏃‍♀️‍➡️;ganjajuca žeńska napšawo;běgaŕka|ganjajuca žeńska|ganjajuca žeńska napšawo|ganjaś|gnaś|joggowaŕka|joggowaś|maraton
	🏃🏻‍♀️‍➡️;ganjajuca žeńska napšawo;běgaŕka|ganjajuca žeńska|ganjajuca žeńska napšawo|ganjaś|gnaś|joggowaŕka|joggowaś|maraton
	🏃🏼‍♀️‍➡️;ganjajuca žeńska napšawo;běgaŕka|ganjajuca žeńska|ganjajuca žeńska napšawo|ganjaś|gnaś|joggowaŕka|joggowaś|maraton
	🏃🏽‍♀️‍➡️;ganjajuca žeńska napšawo;běgaŕka|ganjajuca žeńska|ganjajuca žeńska napšawo|ganjaś|gnaś|joggowaŕka|joggowaś|maraton
	🏃🏾‍♀️‍➡️;ganjajuca žeńska napšawo;běgaŕka|ganjajuca žeńska|ganjajuca žeńska napšawo|ganjaś|gnaś|joggowaŕka|joggowaś|maraton
	🏃🏿‍♀️‍➡️;ganjajuca žeńska napšawo;běgaŕka|ganjajuca žeńska|ganjajuca žeńska napšawo|ganjaś|gnaś|joggowaŕka|joggowaś|maraton
🏃‍♂️‍➡️;ganjajucy muski napšawo;běgaŕ|běgaŕka|ganjajucy muski|ganjajucy muski napšawo|ganjaś|gnaś|joggowaŕ|joggowaś|maraton
	🏃🏻‍♂️‍➡️;ganjajucy muski napšawo;běgaŕ|běgaŕka|ganjajucy muski|ganjajucy muski napšawo|ganjaś|gnaś|joggowaŕ|joggowaś|maraton
	🏃🏼‍♂️‍➡️;ganjajucy muski napšawo;běgaŕ|běgaŕka|ganjajucy muski|ganjajucy muski napšawo|ganjaś|gnaś|joggowaŕ|joggowaś|maraton
	🏃🏽‍♂️‍➡️;ganjajucy muski napšawo;běgaŕ|běgaŕka|ganjajucy muski|ganjajucy muski napšawo|ganjaś|gnaś|joggowaŕ|joggowaś|maraton
	🏃🏾‍♂️‍➡️;ganjajucy muski napšawo;běgaŕ|běgaŕka|ganjajucy muski|ganjajucy muski napšawo|ganjaś|gnaś|joggowaŕ|joggowaś|maraton
	🏃🏿‍♂️‍➡️;ganjajucy muski napšawo;běgaŕ|běgaŕka|ganjajucy muski|ganjajucy muski napšawo|ganjaś|gnaś|joggowaŕ|joggowaś|maraton
💃;rejujuca žeńska;reje|rejowaś|rejujuca žeńska|žeńska
	💃🏻;rejujuca žeńska: swětła barwa kóže;reje|rejowaś|rejujuca žeńska|rejujuca žeńska: swětła barwa kóže|swětła barwa kóže|žeńska
	💃🏼;rejujuca žeńska: srjejźnoswětła barwa kóže;reje|rejowaś|rejujuca žeńska|rejujuca žeńska: srjejźnoswětła barwa kóže|srjejźnoswětła barwa kóže|žeńska
	💃🏽;rejujuca žeńska: wósrědna barwa kóže;reje|rejowaś|rejujuca žeńska|rejujuca žeńska: wósrědna barwa kóže|wósrědna barwa kóže|žeńska
	💃🏾;rejujuca žeńska: srjejźnośamna barwa kóže;reje|rejowaś|rejujuca žeńska|rejujuca žeńska: srjejźnośamna barwa kóže|srjejźnośamna barwa kóže|žeńska
	💃🏿;rejujuca žeńska: śamna barwa kóže;reje|rejowaś|rejujuca žeńska|rejujuca žeńska: śamna barwa kóže|śamna barwa kóže|žeńska
🕺;rejujucy muski;muski|reje|rejowaś|rejujucy muski
	🕺🏻;rejujucy muski: swětła barwa kóže;muski|reje|rejowaś|rejujucy muski|rejujucy muski: swětła barwa kóže|swětła barwa kóže
	🕺🏼;rejujucy muski: srjejźnoswětła barwa kóže;muski|reje|rejowaś|rejujucy muski|rejujucy muski: srjejźnoswětła barwa kóže|srjejźnoswětła barwa kóže
	🕺🏽;rejujucy muski: wósrědna barwa kóže;muski|reje|rejowaś|rejujucy muski|rejujucy muski: wósrědna barwa kóže|wósrědna barwa kóže
	🕺🏾;rejujucy muski: srjejźnośamna barwa kóže;muski|reje|rejowaś|rejujucy muski|rejujucy muski: srjejźnośamna barwa kóže|srjejźnośamna barwa kóže
	🕺🏿;rejujucy muski: śamna barwa kóže;muski|reje|rejowaś|rejujucy muski|rejujucy muski: śamna barwa kóže|śamna barwa kóže
🕴️;se znosujucy muski we woblaku;muski|pśekupniski|se znosowaś|se znosujucy muski we woblaku|woblak
	🕴🏻;se znosujucy muski we woblaku: swětła barwa kóže;muski|pśekupniski|se znosowaś|se znosujucy muski we woblaku|se znosujucy muski we woblaku: swětła barwa kóže|swětła barwa kóže|woblak
	🕴🏼;se znosujucy muski we woblaku: srjejźnoswětła barwa kóže;muski|pśekupniski|se znosowaś|se znosujucy muski we woblaku|se znosujucy muski we woblaku: srjejźnoswětła barwa kóže|srjejźnoswětła barwa kóže|woblak
	🕴🏽;se znosujucy muski we woblaku: wósrědna barwa kóže;muski|pśekupniski|se znosowaś|se znosujucy muski we woblaku|se znosujucy muski we woblaku: wósrědna barwa kóže|woblak|wósrědna barwa kóže
	🕴🏾;se znosujucy muski we woblaku: srjejźnośamna barwa kóže;muski|pśekupniski|se znosowaś|se znosujucy muski we woblaku|se znosujucy muski we woblaku: srjejźnośamna barwa kóže|srjejźnośamna barwa kóže|woblak
	🕴🏿;se znosujucy muski we woblaku: śamna barwa kóže;muski|pśekupniski|śamna barwa kóže|se znosowaś|se znosujucy muski we woblaku|se znosujucy muski we woblaku: śamna barwa kóže|woblak
👯;wósobje z wuchacowyma wušyma;luštny|party|wósobje z wuchacowyma wušyma|wuchacowej wušy
👯‍♂️;muskej z wuchacowyma wušyma;muskej z wuchacowyma wušyma|party|rejowarja|wuchacowej wušy
👯‍♀️;žeńsce z wuchacowamy wušyma;party|rejowaŕce|wuchacowej wušy|zěńsce|žeńsce z wuchacowamy wušyma|žeńsce z wuchocowyma wušyma
🧖;wósoba w sawnje;sawna|wósoba|wósoba w sawnje
	🧖🏻;wósoba w sawnje: swětła barwa kóže;sawna|swětła barwa kóže|wósoba|wósoba w sawnje|wósoba w sawnje: swětła barwa kóže
	🧖🏼;wósoba w sawnje: srjejźnoswětła barwa kóže;sawna|srjejźnoswětła barwa kóže|wósoba|wósoba w sawnje|wósoba w sawnje: srjejźnoswětła barwa kóže
	🧖🏽;wósoba w sawnje: wósrědna barwa kóže;sawna|wósoba|wósoba w sawnje|wósoba w sawnje: wósrědna barwa kóže|wósrědna barwa kóže
	🧖🏾;wósoba w sawnje: srjejźnośamna barwa kóže;sawna|srjejźnośamna barwa kóže|wósoba|wósoba w sawnje|wósoba w sawnje: srjejźnośamna barwa kóže
	🧖🏿;wósoba w sawnje: śamna barwa kóže;śamna barwa kóže|sawna|wósoba|wósoba w sawnje|wósoba w sawnje: śamna barwa kóže
🧖‍♂️;muski w sawnje;muski|muski w sawnje|sawna
	🧖🏻‍♂️;muski w sawnje: swětła barwa kóže;muski|muski w sawnje|muski w sawnje: swětła barwa kóže|sawna|swětła barwa kóže
	🧖🏼‍♂️;muski w sawnje: srjejźnoswětła barwa kóže;muski|muski w sawnje|muski w sawnje: srjejźnoswětła barwa kóže|sawna|srjejźnoswětła barwa kóže
	🧖🏽‍♂️;muski w sawnje: wósrědna barwa kóže;muski|muski w sawnje|muski w sawnje: wósrědna barwa kóže|sawna|wósrědna barwa kóže
	🧖🏾‍♂️;muski w sawnje: srjejźnośamna barwa kóže;muski|muski w sawnje|muski w sawnje: srjejźnośamna barwa kóže|sawna|srjejźnośamna barwa kóže
	🧖🏿‍♂️;muski w sawnje: śamna barwa kóže;muski|muski w sawnje|muski w sawnje: śamna barwa kóže|śamna barwa kóže|sawna
🧖‍♀️;žeńska w sawnje;sawna|žeńska|ženska w sawnje|žeńska w sawnje
	🧖🏻‍♀️;žeńska w sawnje: swětła barwa kóže;sawna|swětła barwa kóže|žeńska|ženska w sawnje|žeńska w sawnje|žeńska w sawnje: swětła barwa kóže
	🧖🏼‍♀️;žeńska w sawnje: srjejźnoswětła barwa kóže;sawna|srjejźnoswětła barwa kóže|žeńska|ženska w sawnje|žeńska w sawnje|žeńska w sawnje: srjejźnoswětła barwa kóže
	🧖🏽‍♀️;žeńska w sawnje: wósrědna barwa kóže;sawna|wósrědna barwa kóže|žeńska|ženska w sawnje|žeńska w sawnje|žeńska w sawnje: wósrědna barwa kóže
	🧖🏾‍♀️;žeńska w sawnje: srjejźnośamna barwa kóže;sawna|srjejźnośamna barwa kóže|žeńska|ženska w sawnje|žeńska w sawnje|žeńska w sawnje: srjejźnośamna barwa kóže
	🧖🏿‍♀️;žeńska w sawnje: śamna barwa kóže;śamna barwa kóže|sawna|žeńska|ženska w sawnje|žeńska w sawnje|žeńska w sawnje: śamna barwa kóže
🧗;alpinist/ka;alpinist|alpinist/ka|alpinistka|skała
	🧗🏻;alpinist/ka: swětła barwa kóže;alpinist|alpinist/ka|alpinist/ka: swětła barwa kóže|alpinistka|skała|swětła barwa kóže
	🧗🏼;alpinist/ka: srjejźnoswětła barwa kóže;alpinist|alpinist/ka|alpinist/ka: srjejźnoswětła barwa kóže|alpinistka|skała|srjejźnoswětła barwa kóže
	🧗🏽;alpinist/ka: wósrědna barwa kóže;alpinist|alpinist/ka|alpinist/ka: wósrědna barwa kóže|alpinistka|skała|wósrědna barwa kóže
	🧗🏾;alpinist/ka: srjejźnośamna barwa kóže;alpinist|alpinist/ka|alpinist/ka: srjejźnośamna barwa kóže|alpinistka|skała|srjejźnośamna barwa kóže
	🧗🏿;alpinist/ka: śamna barwa kóže;alpinist|alpinist/ka|alpinist/ka: śamna barwa kóže|alpinistka|śamna barwa kóže|skała
🧗‍♂️;alpinist;alpinist|skała
	🧗🏻‍♂️;alpinist: swětła barwa kóže;alpinist|alpinist: swětła barwa kóže|skała|swětła barwa kóže
	🧗🏼‍♂️;alpinist: srjejźnoswětła barwa kóže;alpinist|alpinist: srjejźnoswětła barwa kóže|skała|srjejźnoswětła barwa kóže
	🧗🏽‍♂️;alpinist: wósrědna barwa kóže;alpinist|alpinist: wósrědna barwa kóže|skała|wósrědna barwa kóže
	🧗🏾‍♂️;alpinist: srjejźnośamna barwa kóže;alpinist|alpinist: srjejźnośamna barwa kóže|skała|srjejźnośamna barwa kóže
	🧗🏿‍♂️;alpinist: śamna barwa kóže;alpinist|alpinist: śamna barwa kóže|śamna barwa kóže|skała
🧗‍♀️;alpinistka;alpinistka|skała
	🧗🏻‍♀️;alpinistka: swětła barwa kóže;alpinistka|alpinistka: swětła barwa kóže|skała|swětła barwa kóže
	🧗🏼‍♀️;alpinistka: srjejźnoswětła barwa kóže;alpinistka|alpinistka: srjejźnoswětła barwa kóže|skała|srjejźnoswětła barwa kóže
	🧗🏽‍♀️;alpinistka: wósrědna barwa kóže;alpinistka|alpinistka: wósrědna barwa kóže|skała|wósrědna barwa kóže
	🧗🏾‍♀️;alpinistka: srjejźnośamna barwa kóže;alpinistka|alpinistka: srjejźnośamna barwa kóže|skała|srjejźnośamna barwa kóže
	🧗🏿‍♀️;alpinistka: śamna barwa kóže;alpinistka|alpinistka: śamna barwa kóže|śamna barwa kóže|skała
🤺;fechtaŕ/ka;fechtaŕ/ka|fechtiwaŕ|fechtowaŕka Isport|fechtowaś|tesak
🏇;wuběgowanje na kónjach;jokej na kónju|jokey|sport|wuběgowanje na kónjach
	🏇🏻;wuběgowanje na kónjach: swětła barwa kóže;jokej na kónju|jokey|sport|swětła barwa kóže|wuběgowanje na kónjach|wuběgowanje na kónjach: swětła barwa kóže
	🏇🏼;wuběgowanje na kónjach: srjejźnoswětła barwa kóže;jokej na kónju|jokey|sport|srjejźnoswětła barwa kóže|wuběgowanje na kónjach|wuběgowanje na kónjach: srjejźnoswětła barwa kóže
	🏇🏽;wuběgowanje na kónjach: wósrědna barwa kóže;jokej na kónju|jokey|sport|wósrědna barwa kóže|wuběgowanje na kónjach|wuběgowanje na kónjach: wósrědna barwa kóže
	🏇🏾;wuběgowanje na kónjach: srjejźnośamna barwa kóže;jokej na kónju|jokey|sport|srjejźnośamna barwa kóže|wuběgowanje na kónjach|wuběgowanje na kónjach: srjejźnośamna barwa kóže
	🏇🏿;wuběgowanje na kónjach: śamna barwa kóže;jokej na kónju|jokey|śamna barwa kóže|sport|wuběgowanje na kónjach|wuběgowanje na kónjach: śamna barwa kóže
⛷️;sněgakowaŕ/ka;sněg|sněgaki|sněgakowaŕ|sněgakowaŕ/ka|sněgakowaŕka|sněgakowaś|sport
🏂;snowborder /ka;sněg|snowboard|snowboarder|snowboarderka|snowboardowanje|snowborder /ka|sport
	🏂🏻;snowborder /ka: swětła barwa kóže;sněg|snowboard|snowboarder|snowboarderka|snowboardowanje|snowborder /ka|snowborder /ka: swětła barwa kóže|sport|swětła barwa kóže
	🏂🏼;snowborder /ka: srjejźnoswětła barwa kóže;sněg|snowboard|snowboarder|snowboarderka|snowboardowanje|snowborder /ka|snowborder /ka: srjejźnoswětła barwa kóže|sport|srjejźnoswětła barwa kóže
	🏂🏽;snowborder /ka: wósrědna barwa kóže;sněg|snowboard|snowboarder|snowboarderka|snowboardowanje|snowborder /ka|snowborder /ka: wósrědna barwa kóže|sport|wósrědna barwa kóže
	🏂🏾;snowborder /ka: srjejźnośamna barwa kóže;sněg|snowboard|snowboarder|snowboarderka|snowboardowanje|snowborder /ka|snowborder /ka: srjejźnośamna barwa kóže|sport|srjejźnośamna barwa kóže
	🏂🏿;snowborder /ka: śamna barwa kóže;śamna barwa kóže|sněg|snowboard|snowboarder|snowboarderka|snowboardowanje|snowborder /ka|snowborder /ka: śamna barwa kóže|sport
🏌️;golfowaŕ;balo|golf|golfowaŕ|grajaŕ golfa|grajaŕka golfa|kenž golf grajo|wósoba
	🏌🏻;golfowaŕ: swětła barwa kóže;balo|golf|golfowaŕ|golfowaŕ: swětła barwa kóže|grajaŕ golfa|grajaŕka golfa|kenž golf grajo|swětła barwa kóže|wósoba
	🏌🏼;golfowaŕ: srjejźnoswětła barwa kóže;balo|golf|golfowaŕ|golfowaŕ: srjejźnoswětła barwa kóže|grajaŕ golfa|grajaŕka golfa|kenž golf grajo|srjejźnoswětła barwa kóže|wósoba
	🏌🏽;golfowaŕ: wósrědna barwa kóže;balo|golf|golfowaŕ|golfowaŕ: wósrědna barwa kóže|grajaŕ golfa|grajaŕka golfa|kenž golf grajo|wósoba|wósrědna barwa kóže
	🏌🏾;golfowaŕ: srjejźnośamna barwa kóže;balo|golf|golfowaŕ|golfowaŕ: srjejźnośamna barwa kóže|grajaŕ golfa|grajaŕka golfa|kenž golf grajo|srjejźnośamna barwa kóže|wósoba
	🏌🏿;golfowaŕ: śamna barwa kóže;balo|golf|golfowaŕ|golfowaŕ: śamna barwa kóže|grajaŕ golfa|grajaŕka golfa|kenž golf grajo|śamna barwa kóže|wósoba
🏌️‍♂️;grajaŕ golfa;golf|golf graś|golfowaŕ|grajaŕ golfa|muski
	🏌🏻‍♂️;grajaŕ golfa: swětła barwa kóže;golf|golf graś|golfowaŕ|grajaŕ golfa|grajaŕ golfa: swětła barwa kóže|muski|swětła barwa kóže
