[smileys_emotion]
😀;fuska mai murmushin baki har kunne;fuska mai murmushin baki har kunne|murmushi|uska
	🏃🏾‍♂️;namiji mai yin gudu: launin fata mai madaidaicin duhu;gudu|gudun dogon zango|launin fata mai madaidaicin duhu|mutum|namiji mai yin gudu|namiji mai yin gudu: launin fata mai madaidaicin duhu|tsere
	🏃🏿‍♂️;namiji mai yin gudu: launin fata mai duhu;gudu|gudun dogon zango|launin fata mai duhu|mutum|namiji mai yin gudu|namiji mai yin gudu: launin fata mai duhu|tsere
🏃‍♀️;mace mai yin gudu;gudu|gudun dogon zango|mace|mace mai yin gudu|tsere
	🏃🏻‍♀️;mace mai yin gudu: launin fata mai haske;gudu|gudun dogon zango|launin fata mai haske|mace|mace mai yin gudu|mace mai yin gudu: launin fata mai haske|tsere
	🏃🏼‍♀️;mace mai yin gudu: launin fata mai madaidaicin haske;gudu|gudun dogon zango|launin fata mai madaidaicin haske|mace|mace mai yin gudu|mace mai yin gudu: launin fata mai madaidaicin haske|tsere
	🏃🏽‍♀️;mace mai yin gudu: madaidaicin launin fata;gudu|gudun dogon zango|mace|mace mai yin gudu|mace mai yin gudu: madaidaicin launin fata|madaidaicin launin fata|tsere
	🏃🏾‍♀️;mace mai yin gudu: launin fata mai madaidaicin duhu;gudu|gudun dogon zango|launin fata mai madaidaicin duhu|mace|mace mai yin gudu|mace mai yin gudu: launin fata mai madaidaicin duhu|tsere
	🏃🏿‍♀️;mace mai yin gudu: launin fata mai duhu;gudu|gudun dogon zango|launin fata mai duhu|mace|mace mai yin gudu|mace mai yin gudu: launin fata mai duhu|tsere
🏃‍➡️;;
	🏃🏻‍➡️;;
	🏃🏼‍➡️;;
	🏃🏽‍➡️;;
	🏃🏾‍➡️;;
	🏃🏿‍➡️;;
🏃‍♀️‍➡️;;
	🏃🏻‍♀️‍➡️;;
	🏃🏼‍♀️‍➡️;;
	🏃🏽‍♀️‍➡️;;
	🏃🏾‍♀️‍➡️;;
	🏃🏿‍♀️‍➡️;;
🏃‍♂️‍➡️;;
	🏃🏻‍♂️‍➡️;;
	🏃🏼‍♂️‍➡️;;
	🏃🏽‍♂️‍➡️;;
	🏃🏾‍♂️‍➡️;;
	🏃🏿‍♂️‍➡️;;
💃;mace mai yin rawa;mace|mace mai yin rawa|rawa
	💃🏻;mace mai yin rawa: launin fata mai haske;launin fata mai haske|mace|mace mai yin rawa|mace mai yin rawa: launin fata mai haske|rawa
	💃🏼;mace mai yin rawa: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mace|mace mai yin rawa|mace mai yin rawa: launin fata mai madaidaicin haske|rawa
	💃🏽;mace mai yin rawa: madaidaicin launin fata;mace|mace mai yin rawa|mace mai yin rawa: madaidaicin launin fata|madaidaicin launin fata|rawa
	💃🏾;mace mai yin rawa: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mace|mace mai yin rawa|mace mai yin rawa: launin fata mai madaidaicin duhu|rawa
	💃🏿;mace mai yin rawa: launin fata mai duhu;launin fata mai duhu|mace|mace mai yin rawa|mace mai yin rawa: launin fata mai duhu|rawa
🕺;mutum mai yin rawa;mutum|mutum mai yin rawa|rawa
	🕺🏻;mutum mai yin rawa: launin fata mai haske;launin fata mai haske|mutum|mutum mai yin rawa|mutum mai yin rawa: launin fata mai haske|rawa
	🕺🏼;mutum mai yin rawa: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mutum|mutum mai yin rawa|mutum mai yin rawa: launin fata mai madaidaicin haske|rawa
	🕺🏽;mutum mai yin rawa: madaidaicin launin fata;madaidaicin launin fata|mutum|mutum mai yin rawa|mutum mai yin rawa: madaidaicin launin fata|rawa
	🕺🏾;mutum mai yin rawa: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mutum|mutum mai yin rawa|mutum mai yin rawa: launin fata mai madaidaicin duhu|rawa
	🕺🏿;mutum mai yin rawa: launin fata mai duhu;launin fata mai duhu|mutum|mutum mai yin rawa|mutum mai yin rawa: launin fata mai duhu|rawa
🕴️;mutum a cikin kwat na kasuwanci mai jewa;kasuwanci|kwat|mutum|mutum a cikin kwat na kasuwanci mai jewa
	🕴🏻;mutum a cikin kwat na kasuwanci mai jewa: launin fata mai haske;kasuwanci|kwat|launin fata mai haske|mutum|mutum a cikin kwat na kasuwanci mai jewa|mutum a cikin kwat na kasuwanci mai jewa: launin fata mai haske
	🕴🏼;mutum a cikin kwat na kasuwanci mai jewa: launin fata mai madaidaicin haske;kasuwanci|kwat|launin fata mai madaidaicin haske|mutum|mutum a cikin kwat na kasuwanci mai jewa|mutum a cikin kwat na kasuwanci mai jewa: launin fata mai madaidaicin haske
	🕴🏽;mutum a cikin kwat na kasuwanci mai jewa: madaidaicin launin fata;kasuwanci|kwat|madaidaicin launin fata|mutum|mutum a cikin kwat na kasuwanci mai jewa|mutum a cikin kwat na kasuwanci mai jewa: madaidaicin launin fata
	🕴🏾;mutum a cikin kwat na kasuwanci mai jewa: launin fata mai madaidaicin duhu;kasuwanci|kwat|launin fata mai madaidaicin duhu|mutum|mutum a cikin kwat na kasuwanci mai jewa|mutum a cikin kwat na kasuwanci mai jewa: launin fata mai madaidaicin duhu
	🕴🏿;mutum a cikin kwat na kasuwanci mai jewa: launin fata mai duhu;kasuwanci|kwat|launin fata mai duhu|mutum|mutum a cikin kwat na kasuwanci mai jewa|mutum a cikin kwat na kasuwanci mai jewa: launin fata mai duhu
👯;mutane masu kunnuwan zomo yin biki;kunnen zomo|mai rawa|mutane masu kunnuwan zomo yin biki|yin biki
👯‍♂️;maza masu kunnuwan zomo yin biki;kunnen zomo|mai rawa|maza|maza masu kunnuwan zomo yin biki|yin biki
👯‍♀️;mata masu kunnuwan zomo yin biki;kunnen zomo|mace|mai rawa|mata masu kunnuwan zomo yin biki|yin biki
🧖;mutum a cikin ɗakin surace;ɗakin surace|mutum a cikin ɗakin surace|sauna
	🧖🏻;mutum a cikin ɗakin surace: launin fata mai haske;ɗakin surace|launin fata mai haske|mutum a cikin ɗakin surace|mutum a cikin ɗakin surace: launin fata mai haske|sauna
	🧖🏼;mutum a cikin ɗakin surace: launin fata mai madaidaicin haske;ɗakin surace|launin fata mai madaidaicin haske|mutum a cikin ɗakin surace|mutum a cikin ɗakin surace: launin fata mai madaidaicin haske|sauna
	🧖🏽;mutum a cikin ɗakin surace: madaidaicin launin fata;ɗakin surace|madaidaicin launin fata|mutum a cikin ɗakin surace|mutum a cikin ɗakin surace: madaidaicin launin fata|sauna
	🧖🏾;mutum a cikin ɗakin surace: launin fata mai madaidaicin duhu;ɗakin surace|launin fata mai madaidaicin duhu|mutum a cikin ɗakin surace|mutum a cikin ɗakin surace: launin fata mai madaidaicin duhu|sauna
	🧖🏿;mutum a cikin ɗakin surace: launin fata mai duhu;ɗakin surace|launin fata mai duhu|mutum a cikin ɗakin surace|mutum a cikin ɗakin surace: launin fata mai duhu|sauna
🧖‍♂️;namiji a cikin ɗakin surace;ɗakin surace|namiji a cikin ɗakin surace|sauna
	🧖🏻‍♂️;namiji a cikin ɗakin surace: launin fata mai haske;ɗakin surace|launin fata mai haske|namiji a cikin ɗakin surace|namiji a cikin ɗakin surace: launin fata mai haske|sauna
	🧖🏼‍♂️;namiji a cikin ɗakin surace: launin fata mai madaidaicin haske;ɗakin surace|launin fata mai madaidaicin haske|namiji a cikin ɗakin surace|namiji a cikin ɗakin surace: launin fata mai madaidaicin haske|sauna
	🧖🏽‍♂️;namiji a cikin ɗakin surace: madaidaicin launin fata;ɗakin surace|madaidaicin launin fata|namiji a cikin ɗakin surace|namiji a cikin ɗakin surace: madaidaicin launin fata|sauna
	🧖🏾‍♂️;namiji a cikin ɗakin surace: launin fata mai madaidaicin duhu;ɗakin surace|launin fata mai madaidaicin duhu|namiji a cikin ɗakin surace|namiji a cikin ɗakin surace: launin fata mai madaidaicin duhu|sauna
	🧖🏿‍♂️;namiji a cikin ɗakin surace: launin fata mai duhu;ɗakin surace|launin fata mai duhu|namiji a cikin ɗakin surace|namiji a cikin ɗakin surace: launin fata mai duhu|sauna
🧖‍♀️;mace a cikin ɗakin surace;ɗakin surace|mace a cikin ɗakin surace|sauna
	🧖🏻‍♀️;mace a cikin ɗakin surace: launin fata mai haske;ɗakin surace|launin fata mai haske|mace a cikin ɗakin surace|mace a cikin ɗakin surace: launin fata mai haske|sauna
	🧖🏼‍♀️;mace a cikin ɗakin surace: launin fata mai madaidaicin haske;ɗakin surace|launin fata mai madaidaicin haske|mace a cikin ɗakin surace|mace a cikin ɗakin surace: launin fata mai madaidaicin haske|sauna
	🧖🏽‍♀️;mace a cikin ɗakin surace: madaidaicin launin fata;ɗakin surace|mace a cikin ɗakin surace|mace a cikin ɗakin surace: madaidaicin launin fata|madaidaicin launin fata|sauna
	🧖🏾‍♀️;mace a cikin ɗakin surace: launin fata mai madaidaicin duhu;ɗakin surace|launin fata mai madaidaicin duhu|mace a cikin ɗakin surace|mace a cikin ɗakin surace: launin fata mai madaidaicin duhu|sauna
	🧖🏿‍♀️;mace a cikin ɗakin surace: launin fata mai duhu;ɗakin surace|launin fata mai duhu|mace a cikin ɗakin surace|mace a cikin ɗakin surace: launin fata mai duhu|sauna
🧗;mutum mai hawa;mai hawa|mutum mai hawa
	🧗🏻;mutum mai hawa: launin fata mai haske;launin fata mai haske|mai hawa|mutum mai hawa|mutum mai hawa: launin fata mai haske
	🧗🏼;mutum mai hawa: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mai hawa|mutum mai hawa|mutum mai hawa: launin fata mai madaidaicin haske
	🧗🏽;mutum mai hawa: madaidaicin launin fata;madaidaicin launin fata|mai hawa|mutum mai hawa|mutum mai hawa: madaidaicin launin fata
	🧗🏾;mutum mai hawa: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mai hawa|mutum mai hawa|mutum mai hawa: launin fata mai madaidaicin duhu
	🧗🏿;mutum mai hawa: launin fata mai duhu;launin fata mai duhu|mai hawa|mutum mai hawa|mutum mai hawa: launin fata mai duhu
🧗‍♂️;namiji mai hawa;mai hawa|namiji mai hawa
	🧗🏻‍♂️;namiji mai hawa: launin fata mai haske;launin fata mai haske|mai hawa|namiji mai hawa|namiji mai hawa: launin fata mai haske
	🧗🏼‍♂️;namiji mai hawa: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mai hawa|namiji mai hawa|namiji mai hawa: launin fata mai madaidaicin haske
	🧗🏽‍♂️;namiji mai hawa: madaidaicin launin fata;madaidaicin launin fata|mai hawa|namiji mai hawa|namiji mai hawa: madaidaicin launin fata
	🧗🏾‍♂️;namiji mai hawa: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mai hawa|namiji mai hawa|namiji mai hawa: launin fata mai madaidaicin duhu
	🧗🏿‍♂️;namiji mai hawa: launin fata mai duhu;launin fata mai duhu|mai hawa|namiji mai hawa|namiji mai hawa: launin fata mai duhu
🧗‍♀️;mace mai hawa;mace mai hawa|mai hawa
	🧗🏻‍♀️;mace mai hawa: launin fata mai haske;launin fata mai haske|mace mai hawa|mace mai hawa: launin fata mai haske|mai hawa
	🧗🏼‍♀️;mace mai hawa: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mace mai hawa|mace mai hawa: launin fata mai madaidaicin haske|mai hawa
	🧗🏽‍♀️;mace mai hawa: madaidaicin launin fata;mace mai hawa|mace mai hawa: madaidaicin launin fata|madaidaicin launin fata|mai hawa
	🧗🏾‍♀️;mace mai hawa: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mace mai hawa|mace mai hawa: launin fata mai madaidaicin duhu|mai hawa
	🧗🏿‍♀️;mace mai hawa: launin fata mai duhu;launin fata mai duhu|mace mai hawa|mace mai hawa: launin fata mai duhu|mai hawa
🤺;mutum wasan zorro;mai wasan zorro|mutum wasan zorro|takobi|wasan zorro
🏇;sukuwa;doki|mahayi|sukuwa|tsere
	🏇🏻;sukuwa: launin fata mai haske;doki|launin fata mai haske|mahayi|sukuwa|sukuwa: launin fata mai haske|tsere
	🏇🏼;sukuwa: launin fata mai madaidaicin haske;doki|launin fata mai madaidaicin haske|mahayi|sukuwa|sukuwa: launin fata mai madaidaicin haske|tsere
	🏇🏽;sukuwa: madaidaicin launin fata;doki|madaidaicin launin fata|mahayi|sukuwa|sukuwa: madaidaicin launin fata|tsere
	🏇🏾;sukuwa: launin fata mai madaidaicin duhu;doki|launin fata mai madaidaicin duhu|mahayi|sukuwa|sukuwa: launin fata mai madaidaicin duhu|tsere
	🏇🏿;sukuwa: launin fata mai duhu;doki|launin fata mai duhu|mahayi|sukuwa|sukuwa: launin fata mai duhu|tsere
⛷️;ɗan wasan ski;ɗan wasan ski|ƙanƙara|wasan ski
🏂;mai tsere kan ƙanƙara;allon wasan ƙanƙara|ƙanƙara|mai tsere kan ƙanƙara|ski
	🏂🏻;mai tsere kan ƙanƙara: launin fata mai haske;allon wasan ƙanƙara|ƙanƙara|launin fata mai haske|mai tsere kan ƙanƙara|mai tsere kan ƙanƙara: launin fata mai haske|ski
	🏂🏼;mai tsere kan ƙanƙara: launin fata mai madaidaicin haske;allon wasan ƙanƙara|ƙanƙara|launin fata mai madaidaicin haske|mai tsere kan ƙanƙara|mai tsere kan ƙanƙara: launin fata mai madaidaicin haske|ski
	🏂🏽;mai tsere kan ƙanƙara: madaidaicin launin fata;allon wasan ƙanƙara|ƙanƙara|madaidaicin launin fata|mai tsere kan ƙanƙara|mai tsere kan ƙanƙara: madaidaicin launin fata|ski
	🏂🏾;mai tsere kan ƙanƙara: launin fata mai madaidaicin duhu;allon wasan ƙanƙara|ƙanƙara|launin fata mai madaidaicin duhu|mai tsere kan ƙanƙara|mai tsere kan ƙanƙara: launin fata mai madaidaicin duhu|ski
	🏂🏿;mai tsere kan ƙanƙara: launin fata mai duhu;allon wasan ƙanƙara|ƙanƙara|launin fata mai duhu|mai tsere kan ƙanƙara|mai tsere kan ƙanƙara: launin fata mai duhu|ski
🏌️;mutum mai buga wasan golf;ƙwallo|mutum mai buga wasan golf|wasan golf
	🏌🏻;mutum mai buga wasan golf: launin fata mai haske;ƙwallo|launin fata mai haske|mutum mai buga wasan golf|mutum mai buga wasan golf: launin fata mai haske|wasan golf
	🏌🏼;mutum mai buga wasan golf: launin fata mai madaidaicin haske;ƙwallo|launin fata mai madaidaicin haske|mutum mai buga wasan golf|mutum mai buga wasan golf: launin fata mai madaidaicin haske|wasan golf
	🏌🏽;mutum mai buga wasan golf: madaidaicin launin fata;ƙwallo|madaidaicin launin fata|mutum mai buga wasan golf|mutum mai buga wasan golf: madaidaicin launin fata|wasan golf
	🏌🏾;mutum mai buga wasan golf: launin fata mai madaidaicin duhu;ƙwallo|launin fata mai madaidaicin duhu|mutum mai buga wasan golf|mutum mai buga wasan golf: launin fata mai madaidaicin duhu|wasan golf
	🏌🏿;mutum mai buga wasan golf: launin fata mai duhu;ƙwallo|launin fata mai duhu|mutum mai buga wasan golf|mutum mai buga wasan golf: launin fata mai duhu|wasan golf
🏌️‍♂️;namiji mai buga wasan golf;mutum|namiji mai buga wasan golf|wasan golf
	🏌🏻‍♂️;namiji mai buga wasan golf: launin fata mai haske;launin fata mai haske|mutum|namiji mai buga wasan golf|namiji mai buga wasan golf: launin fata mai haske|wasan golf
	🏌🏼‍♂️;namiji mai buga wasan golf: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mutum|namiji mai buga wasan golf|namiji mai buga wasan golf: launin fata mai madaidaicin haske|wasan golf
	🏌🏽‍♂️;namiji mai buga wasan golf: madaidaicin launin fata;madaidaicin launin fata|mutum|namiji mai buga wasan golf|namiji mai buga wasan golf: madaidaicin launin fata|wasan golf
	🏌🏾‍♂️;namiji mai buga wasan golf: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mutum|namiji mai buga wasan golf|namiji mai buga wasan golf: launin fata mai madaidaicin duhu|wasan golf
	🏌🏿‍♂️;namiji mai buga wasan golf: launin fata mai duhu;launin fata mai duhu|mutum|namiji mai buga wasan golf|namiji mai buga wasan golf: launin fata mai duhu|wasan golf
🏌️‍♀️;mace mai buga wasan golf;mace|mace mai buga wasan golf|wasan golf
	🏌🏻‍♀️;mace mai buga wasan golf: launin fata mai haske;launin fata mai haske|mace|mace mai buga wasan golf|mace mai buga wasan golf: launin fata mai haske|wasan golf
	🏌🏼‍♀️;mace mai buga wasan golf: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mace|mace mai buga wasan golf|mace mai buga wasan golf: launin fata mai madaidaicin haske|wasan golf
	🏌🏽‍♀️;mace mai buga wasan golf: madaidaicin launin fata;mace|mace mai buga wasan golf|mace mai buga wasan golf: madaidaicin launin fata|madaidaicin launin fata|wasan golf
	🏌🏾‍♀️;mace mai buga wasan golf: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mace|mace mai buga wasan golf|mace mai buga wasan golf: launin fata mai madaidaicin duhu|wasan golf
	🏌🏿‍♀️;mace mai buga wasan golf: launin fata mai duhu;launin fata mai duhu|mace|mace mai buga wasan golf|mace mai buga wasan golf: launin fata mai duhu|wasan golf
🏄;mutum mai hawan allon wasa a kan teku;mutum mai hawan allon wasa a kan teku|wasa a kan teku
	🏄🏻;mutum mai hawan allon wasa a kan teku: launin fata mai haske;launin fata mai haske|mutum mai hawan allon wasa a kan teku|mutum mai hawan allon wasa a kan teku: launin fata mai haske|wasa a kan teku
	🏄🏼;mutum mai hawan allon wasa a kan teku: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mutum mai hawan allon wasa a kan teku|mutum mai hawan allon wasa a kan teku: launin fata mai madaidaicin haske|wasa a kan teku
	🏄🏽;mutum mai hawan allon wasa a kan teku: madaidaicin launin fata;madaidaicin launin fata|mutum mai hawan allon wasa a kan teku|mutum mai hawan allon wasa a kan teku: madaidaicin launin fata|wasa a kan teku
	🏄🏾;mutum mai hawan allon wasa a kan teku: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mutum mai hawan allon wasa a kan teku|mutum mai hawan allon wasa a kan teku: launin fata mai madaidaicin duhu|wasa a kan teku
	🏄🏿;mutum mai hawan allon wasa a kan teku: launin fata mai duhu;launin fata mai duhu|mutum mai hawan allon wasa a kan teku|mutum mai hawan allon wasa a kan teku: launin fata mai duhu|wasa a kan teku
🏄‍♂️;namiji mai hawan allon wasa a kan teku;mutum|namiji mai hawan allon wasa a kan teku|wasa a kan teku
	🏄🏻‍♂️;namiji mai hawan allon wasa a kan teku: launin fata mai haske;launin fata mai haske|mutum|namiji mai hawan allon wasa a kan teku|namiji mai hawan allon wasa a kan teku: launin fata mai haske|wasa a kan teku
	🏄🏼‍♂️;namiji mai hawan allon wasa a kan teku: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mutum|namiji mai hawan allon wasa a kan teku|namiji mai hawan allon wasa a kan teku: launin fata mai madaidaicin haske|wasa a kan teku
	🏄🏽‍♂️;namiji mai hawan allon wasa a kan teku: madaidaicin launin fata;madaidaicin launin fata|mutum|namiji mai hawan allon wasa a kan teku|namiji mai hawan allon wasa a kan teku: madaidaicin launin fata|wasa a kan teku
	🏄🏾‍♂️;namiji mai hawan allon wasa a kan teku: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mutum|namiji mai hawan allon wasa a kan teku|namiji mai hawan allon wasa a kan teku: launin fata mai madaidaicin duhu|wasa a kan teku
	🏄🏿‍♂️;namiji mai hawan allon wasa a kan teku: launin fata mai duhu;launin fata mai duhu|mutum|namiji mai hawan allon wasa a kan teku|namiji mai hawan allon wasa a kan teku: launin fata mai duhu|wasa a kan teku
🏄‍♀️;mace mai hawan allon wasa a kan teku;hawan allo wasa a kan teku|mace|mace mai hawan allon wasa a kan teku
	🏄🏻‍♀️;mace mai hawan allon wasa a kan teku: launin fata mai haske;hawan allo wasa a kan teku|launin fata mai haske|mace|mace mai hawan allon wasa a kan teku|mace mai hawan allon wasa a kan teku: launin fata mai haske
	🏄🏼‍♀️;mace mai hawan allon wasa a kan teku: launin fata mai madaidaicin haske;hawan allo wasa a kan teku|launin fata mai madaidaicin haske|mace|mace mai hawan allon wasa a kan teku|mace mai hawan allon wasa a kan teku: launin fata mai madaidaicin haske
	🏄🏽‍♀️;mace mai hawan allon wasa a kan teku: madaidaicin launin fata;hawan allo wasa a kan teku|mace|mace mai hawan allon wasa a kan teku|mace mai hawan allon wasa a kan teku: madaidaicin launin fata|madaidaicin launin fata
	🏄🏾‍♀️;mace mai hawan allon wasa a kan teku: launin fata mai madaidaicin duhu;hawan allo wasa a kan teku|launin fata mai madaidaicin duhu|mace|mace mai hawan allon wasa a kan teku|mace mai hawan allon wasa a kan teku: launin fata mai madaidaicin duhu
	🏄🏿‍♀️;mace mai hawan allon wasa a kan teku: launin fata mai duhu;hawan allo wasa a kan teku|launin fata mai duhu|mace|mace mai hawan allon wasa a kan teku|mace mai hawan allon wasa a kan teku: launin fata mai duhu
