[smileys_emotion]
😀;wobličo ze šibałym posměwkom;wobličo|wobličo ze šibałym posměwkom|wočinjena huba|žortne
	🕺🏻;rejowacy muž: swětła barba kože;muž|reje|rejować|rejowacy muž|rejowacy muž: swětła barba kože|swětła barba kože
	🕺🏼;rejowacy muž: srěnjoswětła barba kože;muž|reje|rejować|rejowacy muž|rejowacy muž: srěnjoswětła barba kože|srěnjoswětła barba kože
	🕺🏽;rejowacy muž: srěnja barba kože;muž|reje|rejować|rejowacy muž|rejowacy muž: srěnja barba kože|srěnja barba kože
	🕺🏾;rejowacy muž: srěnjoćmowa barba kože;muž|reje|rejować|rejowacy muž|rejowacy muž: srěnjoćmowa barba kože|srěnjoćmowa barba kože
	🕺🏿;rejowacy muž: ćmowa barba kože;ćmowa barba kože|muž|reje|rejować|rejowacy muž|rejowacy muž: ćmowa barba kože
🕴️;muž we wobleku, kiž so znošuje;kiž so znošuje|muž|muž we wobleku|muž we wobleku, kiž so znošuje|so znošować|wobchod|woblek
	🕴🏻;muž we wobleku, kiž so znošuje: swětła barba kože;kiž so znošuje|muž|muž we wobleku|muž we wobleku, kiž so znošuje|muž we wobleku, kiž so znošuje: swětła barba kože|so znošować|swětła barba kože|wobchod|woblek
	🕴🏼;muž we wobleku, kiž so znošuje: srěnjoswětła barba kože;kiž so znošuje|muž|muž we wobleku|muž we wobleku, kiž so znošuje|muž we wobleku, kiž so znošuje: srěnjoswětła barba kože|so znošować|srěnjoswětła barba kože|wobchod|woblek
	🕴🏽;muž we wobleku, kiž so znošuje: srěnja barba kože;kiž so znošuje|muž|muž we wobleku|muž we wobleku, kiž so znošuje|muž we wobleku, kiž so znošuje: srěnja barba kože|so znošować|srěnja barba kože|wobchod|woblek
	🕴🏾;muž we wobleku, kiž so znošuje: srěnjoćmowa barba kože;kiž so znošuje|muž|muž we wobleku|muž we wobleku, kiž so znošuje|muž we wobleku, kiž so znošuje: srěnjoćmowa barba kože|so znošować|srěnjoćmowa barba kože|wobchod|woblek
	🕴🏿;muž we wobleku, kiž so znošuje: ćmowa barba kože;ćmowa barba kože|kiž so znošuje|muž|muž we wobleku|muž we wobleku, kiž so znošuje|muž we wobleku, kiž so znošuje: ćmowa barba kože|so znošować|wobchod|woblek
👯;wosobje ze zaječimaj wušomaj;party|wosobje ze zaječimaj wušomaj|zaječej wuši|žortne
👯‍♂️;mužej ze zaječimaj wušomaj;mužej|mužej ze zaječimaj wušomaj|party|rejowarjej|zaječej wuši
👯‍♀️;žonje ze zaječimaj wušomaj;party|rejowarce|zaječej wuši|žonje|žonje ze zaječimaj wušomaj
🧖;wosoba w sawnje;sawna|wosoba|wosoba w sawnje
	🧖🏻;wosoba w sawnje: swětła barba kože;sawna|swětła barba kože|wosoba|wosoba w sawnje|wosoba w sawnje: swětła barba kože
	🧖🏼;wosoba w sawnje: srěnjoswětła barba kože;sawna|srěnjoswětła barba kože|wosoba|wosoba w sawnje|wosoba w sawnje: srěnjoswětła barba kože
	🧖🏽;wosoba w sawnje: srěnja barba kože;sawna|srěnja barba kože|wosoba|wosoba w sawnje|wosoba w sawnje: srěnja barba kože
	🧖🏾;wosoba w sawnje: srěnjoćmowa barba kože;sawna|srěnjoćmowa barba kože|wosoba|wosoba w sawnje|wosoba w sawnje: srěnjoćmowa barba kože
	🧖🏿;wosoba w sawnje: ćmowa barba kože;ćmowa barba kože|sawna|wosoba|wosoba w sawnje|wosoba w sawnje: ćmowa barba kože
🧖‍♂️;muž w sawnje;muž|muž w sawnje|sawna
	🧖🏻‍♂️;muž w sawnje: swětła barba kože;muž|muž w sawnje|muž w sawnje: swětła barba kože|sawna|swětła barba kože
	🧖🏼‍♂️;muž w sawnje: srěnjoswětła barba kože;muž|muž w sawnje|muž w sawnje: srěnjoswětła barba kože|sawna|srěnjoswětła barba kože
	🧖🏽‍♂️;muž w sawnje: srěnja barba kože;muž|muž w sawnje|muž w sawnje: srěnja barba kože|sawna|srěnja barba kože
	🧖🏾‍♂️;muž w sawnje: srěnjoćmowa barba kože;muž|muž w sawnje|muž w sawnje: srěnjoćmowa barba kože|sawna|srěnjoćmowa barba kože
	🧖🏿‍♂️;muž w sawnje: ćmowa barba kože;ćmowa barba kože|muž|muž w sawnje|muž w sawnje: ćmowa barba kože|sawna
🧖‍♀️;žona w sawnje;sawna|žona|žona w sawnje
	🧖🏻‍♀️;žona w sawnje: swětła barba kože;sawna|swětła barba kože|žona|žona w sawnje|žona w sawnje: swětła barba kože
	🧖🏼‍♀️;žona w sawnje: srěnjoswětła barba kože;sawna|srěnjoswětła barba kože|žona|žona w sawnje|žona w sawnje: srěnjoswětła barba kože
	🧖🏽‍♀️;žona w sawnje: srěnja barba kože;sawna|srěnja barba kože|žona|žona w sawnje|žona w sawnje: srěnja barba kože
	🧖🏾‍♀️;žona w sawnje: srěnjoćmowa barba kože;sawna|srěnjoćmowa barba kože|žona|žona w sawnje|žona w sawnje: srěnjoćmowa barba kože
	🧖🏿‍♀️;žona w sawnje: ćmowa barba kože;ćmowa barba kože|sawna|žona|žona w sawnje|žona w sawnje: ćmowa barba kože
🧗;krosnowar/ka;krosnowar|krosnowar/ka|krosnowarka|skała
	🧗🏻;krosnowar/ka: swětła barba kože;krosnowar|krosnowar/ka|krosnowar/ka: swětła barba kože|krosnowarka|skała|swětła barba kože
	🧗🏼;krosnowar/ka: srěnjoswětła barba kože;krosnowar|krosnowar/ka|krosnowar/ka: srěnjoswětła barba kože|krosnowarka|skała|srěnjoswětła barba kože
	🧗🏽;krosnowar/ka: srěnja barba kože;krosnowar|krosnowar/ka|krosnowar/ka: srěnja barba kože|krosnowarka|skała|srěnja barba kože
	🧗🏾;krosnowar/ka: srěnjoćmowa barba kože;krosnowar|krosnowar/ka|krosnowar/ka: srěnjoćmowa barba kože|krosnowarka|skała|srěnjoćmowa barba kože
	🧗🏿;krosnowar/ka: ćmowa barba kože;ćmowa barba kože|krosnowar|krosnowar/ka|krosnowar/ka: ćmowa barba kože|krosnowarka|skała
🧗‍♂️;krosnowar;krosnowar|skała
	🧗🏻‍♂️;krosnowar: swětła barba kože;krosnowar|krosnowar: swětła barba kože|skała|swětła barba kože
	🧗🏼‍♂️;krosnowar: srěnjoswětła barba kože;krosnowar|krosnowar: srěnjoswětła barba kože|skała|srěnjoswětła barba kože
	🧗🏽‍♂️;krosnowar: srěnja barba kože;krosnowar|krosnowar: srěnja barba kože|skała|srěnja barba kože
	🧗🏾‍♂️;krosnowar: srěnjoćmowa barba kože;krosnowar|krosnowar: srěnjoćmowa barba kože|skała|srěnjoćmowa barba kože
	🧗🏿‍♂️;krosnowar: ćmowa barba kože;ćmowa barba kože|krosnowar|krosnowar: ćmowa barba kože|skała
🧗‍♀️;krosnowarka;krosnowarka|skała
	🧗🏻‍♀️;krosnowarka: swětła barba kože;krosnowarka|krosnowarka: swětła barba kože|skała|swětła barba kože
	🧗🏼‍♀️;krosnowarka: srěnjoswětła barba kože;krosnowarka|krosnowarka: srěnjoswětła barba kože|skała|srěnjoswětła barba kože
	🧗🏽‍♀️;krosnowarka: srěnja barba kože;krosnowarka|krosnowarka: srěnja barba kože|skała|srěnja barba kože
	🧗🏾‍♀️;krosnowarka: srěnjoćmowa barba kože;krosnowarka|krosnowarka: srěnjoćmowa barba kože|skała|srěnjoćmowa barba kože
	🧗🏿‍♀️;krosnowarka: ćmowa barba kože;ćmowa barba kože|krosnowarka|krosnowarka: ćmowa barba kože|skała
🤺;tesakowar/ka;sport|tesak|tesakować|tesakowar|tesakowar/ka|tesakowarka
🏇;wubědźowanje na konjach;jokej|jokej na konju|sport|wubědźowanje na konjach
	🏇🏻;wubědźowanje na konjach: swětła barba kože;jokej|jokej na konju|sport|swětła barba kože|wubědźowanje na konjach|wubědźowanje na konjach: swětła barba kože
	🏇🏼;wubědźowanje na konjach: srěnjoswětła barba kože;jokej|jokej na konju|sport|srěnjoswětła barba kože|wubědźowanje na konjach|wubědźowanje na konjach: srěnjoswětła barba kože
	🏇🏽;wubědźowanje na konjach: srěnja barba kože;jokej|jokej na konju|sport|srěnja barba kože|wubědźowanje na konjach|wubědźowanje na konjach: srěnja barba kože
	🏇🏾;wubědźowanje na konjach: srěnjoćmowa barba kože;jokej|jokej na konju|sport|srěnjoćmowa barba kože|wubědźowanje na konjach|wubědźowanje na konjach: srěnjoćmowa barba kože
	🏇🏿;wubědźowanje na konjach: ćmowa barba kože;ćmowa barba kože|jokej|jokej na konju|sport|wubědźowanje na konjach|wubědźowanje na konjach: ćmowa barba kože
⛷️;sněhakowar/ka;sněh|sněhaki|sněhakować|sněhakowar|sněhakowar/ka|sněhakowarka|sport
🏂;snowboarder/ka;sněh|snowboard|snowboarder|snowboarder/ka|snowboarderka|snowboardowanje|sport
	🏂🏻;snowboarder/ka: swětła barba kože;sněh|snowboard|snowboarder|snowboarder/ka|snowboarder/ka: swětła barba kože|snowboarderka|snowboardowanje|sport|swětła barba kože
	🏂🏼;snowboarder/ka: srěnjoswětła barba kože;sněh|snowboard|snowboarder|snowboarder/ka|snowboarder/ka: srěnjoswětła barba kože|snowboarderka|snowboardowanje|sport|srěnjoswětła barba kože
	🏂🏽;snowboarder/ka: srěnja barba kože;sněh|snowboard|snowboarder|snowboarder/ka|snowboarder/ka: srěnja barba kože|snowboarderka|snowboardowanje|sport|srěnja barba kože
	🏂🏾;snowboarder/ka: srěnjoćmowa barba kože;sněh|snowboard|snowboarder|snowboarder/ka|snowboarder/ka: srěnjoćmowa barba kože|snowboarderka|snowboardowanje|sport|srěnjoćmowa barba kože
	🏂🏿;snowboarder/ka: ćmowa barba kože;ćmowa barba kože|sněh|snowboard|snowboarder|snowboarder/ka|snowboarder/ka: ćmowa barba kože|snowboarderka|snowboardowanje|sport
🏌️;wosoba, kiž hraje golf;bul|golf|hrajer golfa|hrajerka golfa|kiž hraje golf|wosoba|wosoba, kiž hraje golf
	🏌🏻;wosoba, kiž hraje golf: swětła barba kože;bul|golf|hrajer golfa|hrajerka golfa|kiž hraje golf|swětła barba kože|wosoba|wosoba, kiž hraje golf|wosoba, kiž hraje golf: swětła barba kože
	🏌🏼;wosoba, kiž hraje golf: srěnjoswětła barba kože;bul|golf|hrajer golfa|hrajerka golfa|kiž hraje golf|srěnjoswětła barba kože|wosoba|wosoba, kiž hraje golf|wosoba, kiž hraje golf: srěnjoswětła barba kože
	🏌🏽;wosoba, kiž hraje golf: srěnja barba kože;bul|golf|hrajer golfa|hrajerka golfa|kiž hraje golf|srěnja barba kože|wosoba|wosoba, kiž hraje golf|wosoba, kiž hraje golf: srěnja barba kože
	🏌🏾;wosoba, kiž hraje golf: srěnjoćmowa barba kože;bul|golf|hrajer golfa|hrajerka golfa|kiž hraje golf|srěnjoćmowa barba kože|wosoba|wosoba, kiž hraje golf|wosoba, kiž hraje golf: srěnjoćmowa barba kože
	🏌🏿;wosoba, kiž hraje golf: ćmowa barba kože;bul|ćmowa barba kože|golf|hrajer golfa|hrajerka golfa|kiž hraje golf|wosoba|wosoba, kiž hraje golf|wosoba, kiž hraje golf: ćmowa barba kože
🏌️‍♂️;hrajer golfa;golf|golf hrać|golfowar|hrajer golfa|muž
	🏌🏻‍♂️;hrajer golfa: swětła barba kože;golf|golf hrać|golfowar|hrajer golfa|hrajer golfa: swětła barba kože|muž|swětła barba kože
	🏌🏼‍♂️;hrajer golfa: srěnjoswětła barba kože;golf|golf hrać|golfowar|hrajer golfa|hrajer golfa: srěnjoswětła barba kože|muž|srěnjoswětła barba kože
	🏌🏽‍♂️;hrajer golfa: srěnja barba kože;golf|golf hrać|golfowar|hrajer golfa|hrajer golfa: srěnja barba kože|muž|srěnja barba kože
	🏌🏾‍♂️;hrajer golfa: srěnjoćmowa barba kože;golf|golf hrać|golfowar|hrajer golfa|hrajer golfa: srěnjoćmowa barba kože|muž|srěnjoćmowa barba kože
	🏌🏿‍♂️;hrajer golfa: ćmowa barba kože;ćmowa barba kože|golf|golf hrać|golfowar|hrajer golfa|hrajer golfa: ćmowa barba kože|muž
🏌️‍♀️;hrajerka golfa;golf|golf hrać|golfowarka|hrajerka golfa|žona
	🏌🏻‍♀️;hrajerka golfa: swětła barba kože;golf|golf hrać|golfowarka|hrajerka golfa|hrajerka golfa: swětła barba kože|swětła barba kože|žona
	🏌🏼‍♀️;hrajerka golfa: srěnjoswětła barba kože;golf|golf hrać|golfowarka|hrajerka golfa|hrajerka golfa: srěnjoswětła barba kože|srěnjoswětła barba kože|žona
	🏌🏽‍♀️;hrajerka golfa: srěnja barba kože;golf|golf hrać|golfowarka|hrajerka golfa|hrajerka golfa: srěnja barba kože|srěnja barba kože|žona
	🏌🏾‍♀️;hrajerka golfa: srěnjoćmowa barba kože;golf|golf hrać|golfowarka|hrajerka golfa|hrajerka golfa: srěnjoćmowa barba kože|srěnjoćmowa barba kože|žona
	🏌🏿‍♀️;hrajerka golfa: ćmowa barba kože;ćmowa barba kože|golf|golf hrać|golfowarka|hrajerka golfa|hrajerka golfa: ćmowa barba kože|žona
🏄;wosoba při surfowanju;surfowanje|surfowar|surfowarka|wodowy sport|wosoba při surfowanju
	🏄🏻;wosoba při surfowanju: swětła barba kože;surfowanje|surfowar|surfowarka|swětła barba kože|wodowy sport|wosoba při surfowanju|wosoba při surfowanju: swětła barba kože
	🏄🏼;wosoba při surfowanju: srěnjoswětła barba kože;srěnjoswětła barba kože|surfowanje|surfowar|surfowarka|wodowy sport|wosoba při surfowanju|wosoba při surfowanju: srěnjoswětła barba kože
	🏄🏽;wosoba při surfowanju: srěnja barba kože;srěnja barba kože|surfowanje|surfowar|surfowarka|wodowy sport|wosoba při surfowanju|wosoba při surfowanju: srěnja barba kože
	🏄🏾;wosoba při surfowanju: srěnjoćmowa barba kože;srěnjoćmowa barba kože|surfowanje|surfowar|surfowarka|wodowy sport|wosoba při surfowanju|wosoba při surfowanju: srěnjoćmowa barba kože
	🏄🏿;wosoba při surfowanju: ćmowa barba kože;ćmowa barba kože|surfowanje|surfowar|surfowarka|wodowy sport|wosoba při surfowanju|wosoba při surfowanju: ćmowa barba kože
🏄‍♂️;surfowar;muž|surfowar|wodowy sport
	🏄🏻‍♂️;surfowar: swětła barba kože;muž|surfowar|surfowar: swětła barba kože|swětła barba kože|wodowy sport
	🏄🏼‍♂️;surfowar: srěnjoswětła barba kože;muž|srěnjoswětła barba kože|surfowar|surfowar: srěnjoswětła barba kože|wodowy sport
	🏄🏽‍♂️;surfowar: srěnja barba kože;muž|srěnja barba kože|surfowar|surfowar: srěnja barba kože|wodowy sport
	🏄🏾‍♂️;surfowar: srěnjoćmowa barba kože;muž|srěnjoćmowa barba kože|surfowar|surfowar: srěnjoćmowa barba kože|wodowy sport
	🏄🏿‍♂️;surfowar: ćmowa barba kože;ćmowa barba kože|muž|surfowar|surfowar: ćmowa barba kože|wodowy sport
🏄‍♀️;surfowarka;surfowarka|wodowy sport|žona
	🏄🏻‍♀️;surfowarka: swětła barba kože;surfowarka|surfowarka: swětła barba kože|swětła barba kože|wodowy sport|žona
	🏄🏼‍♀️;surfowarka: srěnjoswětła barba kože;srěnjoswětła barba kože|surfowarka|surfowarka: srěnjoswětła barba kože|wodowy sport|žona
	🏄🏽‍♀️;surfowarka: srěnja barba kože;srěnja barba kože|surfowarka|surfowarka: srěnja barba kože|wodowy sport|žona
	🏄🏾‍♀️;surfowarka: srěnjoćmowa barba kože;srěnjoćmowa barba kože|surfowarka|surfowarka: srěnjoćmowa barba kože|wodowy sport|žona
	🏄🏿‍♀️;surfowarka: ćmowa barba kože;ćmowa barba kože|surfowarka|surfowarka: ćmowa barba kože|wodowy sport|žona
🚣;wosoba při wjesłowanju;čołm|wjesłować|wjesłowar|wjesłowarka|wosoba při wjesłowanju
	🚣🏻;wosoba při wjesłowanju: swětła barba kože;čołm|swětła barba kože|wjesłować|wjesłowar|wjesłowarka|wosoba při wjesłowanju|wosoba při wjesłowanju: swětła barba kože
	🚣🏼;wosoba při wjesłowanju: srěnjoswětła barba kože;čołm|srěnjoswětła barba kože|wjesłować|wjesłowar|wjesłowarka|wosoba při wjesłowanju|wosoba při wjesłowanju: srěnjoswětła barba kože
	🚣🏽;wosoba při wjesłowanju: srěnja barba kože;čołm|srěnja barba kože|wjesłować|wjesłowar|wjesłowarka|wosoba při wjesłowanju|wosoba při wjesłowanju: srěnja barba kože
	🚣🏾;wosoba při wjesłowanju: srěnjoćmowa barba kože;čołm|srěnjoćmowa barba kože|wjesłować|wjesłowar|wjesłowarka|wosoba při wjesłowanju|wosoba při wjesłowanju: srěnjoćmowa barba kože
	🚣🏿;wosoba při wjesłowanju: ćmowa barba kože;ćmowa barba kože|čołm|wjesłować|wjesłowar|wjesłowarka|wosoba při wjesłowanju|wosoba při wjesłowanju: ćmowa barba kože
🚣‍♂️;wjesłowar;čołm|muž|muž při wjesłowanju|wjesłować|wjesłowar
	🚣🏻‍♂️;wjesłowar: swětła barba kože;čołm|muž|muž při wjesłowanju|swětła barba kože|wjesłować|wjesłowar|wjesłowar: swětła barba kože
	🚣🏼‍♂️;wjesłowar: srěnjoswětła barba kože;čołm|muž|muž při wjesłowanju|srěnjoswětła barba kože|wjesłować|wjesłowar|wjesłowar: srěnjoswětła barba kože
	🚣🏽‍♂️;wjesłowar: srěnja barba kože;čołm|muž|muž při wjesłowanju|srěnja barba kože|wjesłować|wjesłowar|wjesłowar: srěnja barba kože
	🚣🏾‍♂️;wjesłowar: srěnjoćmowa barba kože;čołm|muž|muž při wjesłowanju|srěnjoćmowa barba kože|wjesłować|wjesłowar|wjesłowar: srěnjoćmowa barba kože
	🚣🏿‍♂️;wjesłowar: ćmowa barba kože;ćmowa barba kože|čołm|muž|muž při wjesłowanju|wjesłować|wjesłowar|wjesłowar: ćmowa barba kože
🚣‍♀️;wjesłowarka;čołm|wjesłować|wjesłowarka|žona|žona při wjesłowanju
	🚣🏻‍♀️;wjesłowarka: swětła barba kože;čołm|swětła barba kože|wjesłować|wjesłowarka|wjesłowarka: swětła barba kože|žona|žona při wjesłowanju
	🚣🏼‍♀️;wjesłowarka: srěnjoswětła barba kože;čołm|srěnjoswětła barba kože|wjesłować|wjesłowarka|wjesłowarka: srěnjoswětła barba kože|žona|žona při wjesłowanju
	🚣🏽‍♀️;wjesłowarka: srěnja barba kože;čołm|srěnja barba kože|wjesłować|wjesłowarka|wjesłowarka: srěnja barba kože|žona|žona při wjesłowanju
	🚣🏾‍♀️;wjesłowarka: srěnjoćmowa barba kože;čołm|srěnjoćmowa barba kože|wjesłować|wjesłowarka|wjesłowarka: srěnjoćmowa barba kože|žona|žona při wjesłowanju
	🚣🏿‍♀️;wjesłowarka: ćmowa barba kože;ćmowa barba kože|čołm|wjesłować|wjesłowarka|wjesłowarka: ćmowa barba kože|žona|žona při wjesłowanju
🏊;płuwaca wosoba;krawlować|płuwać|płuwaca wosoba|płuwar|płuwarka|sport|wodowy sport
	🏊🏻;płuwaca wosoba: swětła barba kože;krawlować|płuwać|płuwaca wosoba|płuwaca wosoba: swětła barba kože|płuwar|płuwarka|sport|swětła barba kože|wodowy sport
	🏊🏼;płuwaca wosoba: srěnjoswětła barba kože;krawlować|płuwać|płuwaca wosoba|płuwaca wosoba: srěnjoswětła barba kože|płuwar|płuwarka|sport|srěnjoswětła barba kože|wodowy sport
	🏊🏽;płuwaca wosoba: srěnja barba kože;krawlować|płuwać|płuwaca wosoba|płuwaca wosoba: srěnja barba kože|płuwar|płuwarka|sport|srěnja barba kože|wodowy sport
	🏊🏾;płuwaca wosoba: srěnjoćmowa barba kože;krawlować|płuwać|płuwaca wosoba|płuwaca wosoba: srěnjoćmowa barba kože|płuwar|płuwarka|sport|srěnjoćmowa barba kože|wodowy sport
	🏊🏿;płuwaca wosoba: ćmowa barba kože;ćmowa barba kože|krawlować|płuwać|płuwaca wosoba|płuwaca wosoba: ćmowa barba kože|płuwar|płuwarka|sport|wodowy sport
